cycle,visit_id,config_id,altslot_id,slot_id,slotdur,ra,dec,elat,glat,orient,inst,mode,categ,apt_target,apt_tile,apt_config,apt_pointing,apt_exposure
2,03707009001,03707009001_10102,03707009001_10102_01,03707009001_0005,105,59.887186,-67.629379,-78.348479,-40.734736,18.664551029999984,MIRI,Imaging,GO,1,1,2,5,1
2,03707009001,03707009001_10102,03707009001_10102_02,03707009001_0006,105,59.881867,-67.633603,-78.347127,-40.734315,18.664551029999984,MIRI,Imaging,GO,1,1,2,6,2
2,03707009001,03707009001_10102,03707009001_10102_03,03707009001_0007,105,59.871831,-67.631291,-78.342998,-40.738779,18.664551029999984,MIRI,Imaging,GO,1,1,2,7,3
2,03707009001,03707009001_10102,03707009001_10102_04,03707009001_0008,105,59.877249,-67.628260,-78.344570,-40.738558,18.664551029999984,MIRI,Imaging,GO,1,1,2,8,4
2,03707009002,03707009002_10201,03707009002_10201_01,03707009002_0001,41,59.931678,-67.636852,-78.366354,-40.716363,18.664551029999984,MIRI,Imaging,GO,1,2,1,1,1
2,03707009002,03707009002_10201,03707009002_10201_02,03707009002_0002,41,59.926366,-67.641077,-78.365000,-40.715943,18.664551029999984,MIRI,Imaging,GO,1,2,1,2,2
2,03707009002,03707009002_10201,03707009002_10201_03,03707009002_0003,41,59.916322,-67.638768,-78.360872,-40.720407,18.664551029999984,MIRI,Imaging,GO,1,2,1,3,3
2,03707009002,03707009002_10201,03707009002_10201_04,03707009002_0004,41,59.921736,-67.635735,-78.362445,-40.720186,18.664551029999984,MIRI,Imaging,GO,1,2,1,4,4
2,03707009002,03707009002_10202,03707009002_10202_01,03707009002_0005,105,59.931678,-67.636852,-78.366354,-40.716363,18.664551029999984,MIRI,Imaging,GO,1,2,2,5,1
2,03707009002,03707009002_10202,03707009002_10202_02,03707009002_0006,105,59.926366,-67.641077,-78.365000,-40.715943,18.664551029999984,MIRI,Imaging,GO,1,2,2,6,2
2,03707009002,03707009002_10202,03707009002_10202_03,03707009002_0007,105,59.916322,-67.638768,-78.360872,-40.720407,18.664551029999984,MIRI,Imaging,GO,1,2,2,7,3
2,03707009002,03707009002_10202,03707009002_10202_04,03707009002_0008,105,59.921736,-67.635735,-78.362445,-40.720186,18.664551029999984,MIRI,Imaging,GO,1,2,2,8,4
2,03707011001,03707011001_10101,03707011001_10101_01,03707011001_0001,41,63.652218,-56.057718,-73.775173,-43.821062,325.5,MIRI,Imaging,GO,1,1,1,1,1
2,03707011001,03707011001_10101,03707011001_10101_02,03707011001_0002,41,63.656101,-56.061869,-73.779760,-43.817769,325.5,MIRI,Imaging,GO,1,1,1,2,2
2,03707011001,03707011001_10101,03707011001_10101_03,03707011001_0003,41,63.648687,-56.063542,-73.778441,-43.821233,325.5,MIRI,Imaging,GO,1,1,1,3,3
2,03707011001,03707011001_10101,03707011001_10101_04,03707011001_0004,41,63.646553,-56.060075,-73.775001,-43.823392,325.5,MIRI,Imaging,GO,1,1,1,4,4
2,03707011001,03707011001_10102,03707011001_10102_01,03707011001_0005,105,63.652218,-56.057718,-73.775173,-43.821062,325.5,MIRI,Imaging,GO,1,1,2,5,1
2,03707011001,03707011001_10102,03707011001_10102_02,03707011001_0006,105,63.656101,-56.061869,-73.779760,-43.817769,325.5,MIRI,Imaging,GO,1,1,2,6,2
2,03707011001,03707011001_10102,03707011001_10102_03,03707011001_0007,105,63.648687,-56.063542,-73.778441,-43.821233,325.5,MIRI,Imaging,GO,1,1,2,7,3
2,03707011001,03707011001_10102,03707011001_10102_04,03707011001_0008,105,63.646553,-56.060075,-73.775001,-43.823392,325.5,MIRI,Imaging,GO,1,1,2,8,4
2,03707013001,03707013001_10101,03707013001_10101_01,03707013001_0001,41,64.372977,-62.795257,-78.507903,-41.204931,290.0,MIRI,Imaging,GO,1,1,1,1,1
2,03707013001,03707013001_10101,03707013001_10101_02,03707013001_0002,41,64.382109,-62.797379,-78.512579,-41.200264,290.0,MIRI,Imaging,GO,1,1,1,2,2
2,03707013001,03707013001_10101,03707013001_10101_03,03707013001_0003,41,64.376860,-62.801144,-78.512404,-41.201064,290.0,MIRI,Imaging,GO,1,1,1,3,3
2,03707013001,03707013001_10101,03707013001_10101_04,03707013001_0004,41,64.370334,-62.799012,-78.508753,-41.204632,290.0,MIRI,Imaging,GO,1,1,1,4,4
2,03707013001,03707013001_10102,03707013001_10102_01,03707013001_0005,105,64.372977,-62.795257,-78.507903,-41.204931,290.0,MIRI,Imaging,GO,1,1,2,5,1
2,03707013001,03707013001_10102,03707013001_10102_02,03707013001_0006,105,64.382109,-62.797379,-78.512579,-41.200264,290.0,MIRI,Imaging,GO,1,1,2,6,2
2,03707013001,03707013001_10102,03707013001_10102_03,03707013001_0007,105,64.376860,-62.801144,-78.512404,-41.201064,290.0,MIRI,Imaging,GO,1,1,2,7,3
2,03707013001,03707013001_10102,03707013001_10102_04,03707013001_0008,105,64.370334,-62.799012,-78.508753,-41.204632,290.0,MIRI,Imaging,GO,1,1,2,8,4
2,03707013002,03707013002_10201,03707013002_10201_01,03707013002_0001,41,64.400738,-62.780741,-78.511534,-41.198652,290.0,MIRI,Imaging,GO,1,2,1,1,1
2,03707013002,03707013002_10201,03707013002_10201_02,03707013002_0002,41,64.409867,-62.782862,-78.516209,-41.193985,290.0,MIRI,Imaging,GO,1,2,1,2,2
2,03707013002,03707013002_10201,03707013002_10201_03,03707013002_0003,41,64.404624,-62.786627,-78.516041,-41.194787,290.0,MIRI,Imaging,GO,1,2,1,3,3
2,03707013002,03707013002_10201,03707013002_10201_04,03707013002_0004,41,64.398100,-62.784496,-78.512390,-41.198354,290.0,MIRI,Imaging,GO,1,2,1,4,4
2,03707013002,03707013002_10202,03707013002_10202_01,03707013002_0005,105,64.400738,-62.780741,-78.511534,-41.198652,290.0,MIRI,Imaging,GO,1,2,2,5,1
2,03707013002,03707013002_10202,03707013002_10202_02,03707013002_0006,105,64.409867,-62.782862,-78.516209,-41.193985,290.0,MIRI,Imaging,GO,1,2,2,6,2
2,03707013002,03707013002_10202,03707013002_10202_03,03707013002_0007,105,64.404624,-62.786627,-78.516041,-41.194787,290.0,MIRI,Imaging,GO,1,2,2,7,3
2,03707013002,03707013002_10202,03707013002_10202_04,03707013002_0008,105,64.398100,-62.784496,-78.512390,-41.198354,290.0,MIRI,Imaging,GO,1,2,2,8,4
2,03707013003,03707013003_10301,03707013003_10301_01,03707013003_0001,41,64.428472,-62.766220,-78.515134,-41.192368,290.0,MIRI,Imaging,GO,1,3,1,1,1
2,03707013003,03707013003_10301,03707013003_10301_02,03707013003_0002,41,64.437598,-62.768339,-78.519808,-41.187701,290.0,MIRI,Imaging,GO,1,3,1,2,2
2,03707013003,03707013003_10301,03707013003_10301_03,03707013003_0003,41,64.432361,-62.772105,-78.519648,-41.188504,290.0,MIRI,Imaging,GO,1,3,1,3,3
2,03707013003,03707013003_10301,03707013003_10301_04,03707013003_0004,41,64.425838,-62.769976,-78.515996,-41.192071,290.0,MIRI,Imaging,GO,1,3,1,4,4
2,03707013003,03707013003_10302,03707013003_10302_01,03707013003_0005,105,64.428472,-62.766220,-78.515134,-41.192368,290.0,MIRI,Imaging,GO,1,3,2,5,1
2,03707013003,03707013003_10302,03707013003_10302_02,03707013003_0006,105,64.437598,-62.768339,-78.519808,-41.187701,290.0,MIRI,Imaging,GO,1,3,2,6,2
2,03707013003,03707013003_10302,03707013003_10302_03,03707013003_0007,105,64.432361,-62.772105,-78.519648,-41.188504,290.0,MIRI,Imaging,GO,1,3,2,7,3
2,03707013003,03707013003_10302,03707013003_10302_04,03707013003_0008,105,64.425838,-62.769976,-78.515996,-41.192071,290.0,MIRI,Imaging,GO,1,3,2,8,4
2,03707015001,03707015001_10101,03707015001_10101_01,03707015001_0001,41,70.367223,-2.850581,-24.823009,-30.011509,69.16455103,MIRI,Imaging,GO,1,1,1,1,1
2,03707015001,03707015001_10101,03707015001_10101_02,03707015001_0002,41,70.362672,-2.851707,-24.823453,-30.016011,69.16455103,MIRI,Imaging,GO,1,1,1,2,2
2,03707015001,03707015001_10101,03707015001_10101_03,03707015001_0003,41,70.362023,-2.847290,-24.818989,-30.014371,69.16455103,MIRI,Imaging,GO,1,1,1,3,3
2,03707015001,03707015001_10101,03707015001_10101_04,03707015001_0004,41,70.365679,-2.846951,-24.819192,-30.011037,69.16455103,MIRI,Imaging,GO,1,1,1,4,4
2,03707015001,03707015001_10102,03707015001_10102_01,03707015001_0005,105,70.367223,-2.850581,-24.823009,-30.011509,69.16455103,MIRI,Imaging,GO,1,1,2,5,1
2,03707015001,03707015001_10102,03707015001_10102_02,03707015001_0006,105,70.362672,-2.851707,-24.823453,-30.016011,69.16455103,MIRI,Imaging,GO,1,1,2,6,2
2,03707015001,03707015001_10102,03707015001_10102_03,03707015001_0007,105,70.362023,-2.847290,-24.818989,-30.014371,69.16455103,MIRI,Imaging,GO,1,1,2,7,3
2,03707015001,03707015001_10102,03707015001_10102_04,03707015001_0008,105,70.365679,-2.846951,-24.819192,-30.011037,69.16455103,MIRI,Imaging,GO,1,1,2,8,4
2,03707015002,03707015002_10201,03707015002_10201_01,03707015002_0001,41,70.372231,-2.868399,-24.841370,-30.016054,69.16455103,MIRI,Imaging,GO,1,2,1,1,1
2,03707015002,03707015002_10201,03707015002_10201_02,03707015002_0002,41,70.367679,-2.869525,-24.841814,-30.020556,69.16455103,MIRI,Imaging,GO,1,2,1,2,2
2,03707015002,03707015002_10201,03707015002_10201_03,03707015002_0003,41,70.367031,-2.865108,-24.837350,-30.018917,69.16455103,MIRI,Imaging,GO,1,2,1,3,3
2,03707015002,03707015002_10201,03707015002_10201_04,03707015002_0004,41,70.370686,-2.864769,-24.837552,-30.015582,69.16455103,MIRI,Imaging,GO,1,2,1,4,4
2,03707015002,03707015002_10202,03707015002_10202_01,03707015002_0005,105,70.372231,-2.868399,-24.841370,-30.016054,69.16455103,MIRI,Imaging,GO,1,2,2,5,1
2,03707015002,03707015002_10202,03707015002_10202_02,03707015002_0006,105,70.367679,-2.869525,-24.841814,-30.020556,69.16455103,MIRI,Imaging,GO,1,2,2,6,2
2,03707015002,03707015002_10202,03707015002_10202_03,03707015002_0007,105,70.367031,-2.865108,-24.837350,-30.018917,69.16455103,MIRI,Imaging,GO,1,2,2,7,3
2,03707015002,03707015002_10202,03707015002_10202_04,03707015002_0008,105,70.370686,-2.864769,-24.837552,-30.015582,69.16455103,MIRI,Imaging,GO,1,2,2,8,4
2,03707017001,03707017001_10101,03707017001_10101_01,03707017001_0001,41,75.516495,-69.561478,-83.833755,-34.752132,315.16455103,MIRI,Imaging,GO,1,1,1,1,1
2,03707017001,03707017001_10101,03707017001_10101_02,03707017001_0002,41,75.524736,-69.565173,-83.835025,-34.748357,315.16455103,MIRI,Imaging,GO,1,1,1,2,2
2,03707017001,03707017001_10101,03707017001_10101_03,03707017001_0003,41,75.513934,-69.567561,-83.830631,-34.751335,315.16455103,MIRI,Imaging,GO,1,1,1,3,3
2,03707017001,03707017001_10101,03707017001_10101_04,03707017001_0004,41,75.508794,-69.564364,-83.830177,-34.753933,315.16455103,MIRI,Imaging,GO,1,1,1,4,4
2,03707017001,03707017001_10102,03707017001_10102_01,03707017001_0005,105,75.516495,-69.561478,-83.833755,-34.752132,315.16455103,MIRI,Imaging,GO,1,1,2,5,1
2,03707017001,03707017001_10102,03707017001_10102_02,03707017001_0006,105,75.524736,-69.565173,-83.835025,-34.748357,315.16455103,MIRI,Imaging,GO,1,1,2,6,2
2,03707017001,03707017001_10102,03707017001_10102_03,03707017001_0007,105,75.513934,-69.567561,-83.830631,-34.751335,315.16455103,MIRI,Imaging,GO,1,1,2,7,3
2,03707017001,03707017001_10102,03707017001_10102_04,03707017001_0008,105,75.508794,-69.564364,-83.830177,-34.753933,315.16455103,MIRI,Imaging,GO,1,1,2,8,4
2,03707019001,03707019001_10101,03707019001_10101_01,03707019001_0001,41,76.296691,-37.967616,-60.355888,-36.461471,40.16455103,MIRI,Imaging,GO,1,1,1,1,1
2,03707019001,03707019001_10101,03707019001_10101_02,03707019001_0002,41,76.292340,-37.970804,-60.358364,-36.465321,40.16455103,MIRI,Imaging,GO,1,1,1,2,2
2,03707019001,03707019001_10101,03707019001_10101_03,03707019001_0003,41,76.288906,-37.967254,-60.354363,-36.467495,40.16455103,MIRI,Imaging,GO,1,1,1,3,3
2,03707019001,03707019001_10101,03707019001_10101_04,03707019001_0004,41,76.292748,-37.965189,-60.352913,-36.464202,40.16455103,MIRI,Imaging,GO,1,1,1,4,4
2,03707019001,03707019001_10102,03707019001_10102_01,03707019001_0005,105,76.296691,-37.967616,-60.355888,-36.461471,40.16455103,MIRI,Imaging,GO,1,1,2,5,1
2,03707019001,03707019001_10102,03707019001_10102_02,03707019001_0006,105,76.292340,-37.970804,-60.358364,-36.465321,40.16455103,MIRI,Imaging,GO,1,1,2,6,2
2,03707019001,03707019001_10102,03707019001_10102_03,03707019001_0007,105,76.288906,-37.967254,-60.354363,-36.467495,40.16455103,MIRI,Imaging,GO,1,1,2,7,3
2,03707019001,03707019001_10102,03707019001_10102_04,03707019001_0008,105,76.292748,-37.965189,-60.352913,-36.464202,40.16455103,MIRI,Imaging,GO,1,1,2,8,4
2,03707019002,03707019002_10201,03707019002_10201_01,03707019002_0001,41,76.313198,-37.980776,-60.371286,-36.450467,40.16455103,MIRI,Imaging,GO,1,2,1,1,1
2,03707019002,03707019002_10201,03707019002_10201_02,03707019002_0002,41,76.308846,-37.983965,-60.373763,-36.454317,40.16455103,MIRI,Imaging,GO,1,2,1,2,2
2,03707019002,03707019002_10201,03707019002_10201_03,03707019002_0003,41,76.305411,-37.980416,-60.369763,-36.456491,40.16455103,MIRI,Imaging,GO,1,2,1,3,3
2,03707019002,03707019002_10201,03707019002_10201_04,03707019002_0004,41,76.309254,-37.978349,-60.368311,-36.453199,40.16455103,MIRI,Imaging,GO,1,2,1,4,4
2,03707019002,03707019002_10202,03707019002_10202_01,03707019002_0005,105,76.313198,-37.980776,-60.371286,-36.450467,40.16455103,MIRI,Imaging,GO,1,2,2,5,1
2,03707019002,03707019002_10202,03707019002_10202_02,03707019002_0006,105,76.308846,-37.983965,-60.373763,-36.454317,40.16455103,MIRI,Imaging,GO,1,2,2,6,2
2,03707019002,03707019002_10202,03707019002_10202_03,03707019002_0007,105,76.305411,-37.980416,-60.369763,-36.456491,40.16455103,MIRI,Imaging,GO,1,2,2,7,3
2,03707019002,03707019002_10202,03707019002_10202_04,03707019002_0008,105,76.309254,-37.978349,-60.368311,-36.453199,40.16455103,MIRI,Imaging,GO,1,2,2,8,4
2,03707019003,03707019003_10301,03707019003_10301_01,03707019003_0001,41,76.329711,-37.993934,-60.386680,-36.439461,40.16455103,MIRI,Imaging,GO,1,3,1,1,1
2,03707019003,03707019003_10301,03707019003_10301_02,03707019003_0002,41,76.325359,-37.997124,-60.389158,-36.443310,40.16455103,MIRI,Imaging,GO,1,3,1,2,2
2,03707019003,03707019003_10301,03707019003_10301_03,03707019003_0003,41,76.321922,-37.993575,-60.385159,-36.445485,40.16455103,MIRI,Imaging,GO,1,3,1,3,3
2,03707019003,03707019003_10301,03707019003_10301_04,03707019003_0004,41,76.325765,-37.991508,-60.383706,-36.442193,40.16455103,MIRI,Imaging,GO,1,3,1,4,4
2,03707019003,03707019003_10302,03707019003_10302_01,03707019003_0005,105,76.329711,-37.993934,-60.386680,-36.439461,40.16455103,MIRI,Imaging,GO,1,3,2,5,1
2,03707019003,03707019003_10302,03707019003_10302_02,03707019003_0006,105,76.325359,-37.997124,-60.389158,-36.443310,40.16455103,MIRI,Imaging,GO,1,3,2,6,2
2,03707019003,03707019003_10302,03707019003_10302_03,03707019003_0007,105,76.321922,-37.993575,-60.385159,-36.445485,40.16455103,MIRI,Imaging,GO,1,3,2,7,3
2,03707019003,03707019003_10302,03707019003_10302_04,03707019003_0008,105,76.325765,-37.991508,-60.383706,-36.442193,40.16455103,MIRI,Imaging,GO,1,3,2,8,4
2,03707021001,03707021001_10101,03707021001_10101_01,03707021001_0001,41,86.760880,-34.249375,-57.632394,-27.426990,9.5,MIRI,Imaging,GO,1,1,1,1,1
2,03707021001,03707021001_10101,03707021001_10101_02,03707021001_0002,41,86.759278,-34.253867,-57.636827,-27.429470,9.5,MIRI,Imaging,GO,1,1,1,2,2
2,03707021001,03707021001_10101,03707021001_10101_03,03707021001_0003,41,86.754270,-34.252195,-57.634983,-27.433010,9.5,MIRI,Imaging,GO,1,1,1,3,3
2,03707021001,03707021001_10101,03707021001_10101_04,03707021001_0004,41,86.756147,-34.248873,-57.631729,-27.430625,9.5,MIRI,Imaging,GO,1,1,1,4,4
2,03707021001,03707021001_10102,03707021001_10102_01,03707021001_0005,105,86.760880,-34.249375,-57.632394,-27.426990,9.5,MIRI,Imaging,GO,1,1,2,5,1
2,03707021001,03707021001_10102,03707021001_10102_02,03707021001_0006,105,86.759278,-34.253867,-57.636827,-27.429470,9.5,MIRI,Imaging,GO,1,1,2,6,2
2,03707021001,03707021001_10102,03707021001_10102_03,03707021001_0007,105,86.754270,-34.252195,-57.634983,-27.433010,9.5,MIRI,Imaging,GO,1,1,2,7,3
2,03707021001,03707021001_10102,03707021001_10102_04,03707021001_0008,105,86.756147,-34.248873,-57.631729,-27.430625,9.5,MIRI,Imaging,GO,1,1,2,8,4
2,03707023001,03707023001_10101,03707023001_10101_01,03707023001_0001,41,101.466631,-18.204134,-41.067723,-9.381154,45.16455103,MIRI,Imaging,GO,1,1,1,1,1
2,03707023001,03707023001_10101,03707023001_10101_02,03707023001_0002,41,101.462741,-18.207011,-41.070972,-9.385729,45.16455103,MIRI,Imaging,GO,1,1,1,2,2
2,03707023001,03707023001_10101,03707023001_10101_03,03707023001_0003,41,101.460227,-18.203239,-41.067472,-9.386253,45.16455103,MIRI,Imaging,GO,1,1,1,3,3
2,03707023001,03707023001_10101,03707023001_10101_04,03707023001_0004,41,101.463593,-18.201445,-41.065352,-9.382594,45.16455103,MIRI,Imaging,GO,1,1,1,4,4
2,03707023001,03707023001_10102,03707023001_10102_01,03707023001_0005,105,101.466631,-18.204134,-41.067723,-9.381154,45.16455103,MIRI,Imaging,GO,1,1,2,5,1
2,03707023001,03707023001_10102,03707023001_10102_02,03707023001_0006,105,101.462741,-18.207011,-41.070972,-9.385729,45.16455103,MIRI,Imaging,GO,1,1,2,6,2
2,03707023001,03707023001_10102,03707023001_10102_03,03707023001_0007,105,101.460227,-18.203239,-41.067472,-9.386253,45.16455103,MIRI,Imaging,GO,1,1,2,7,3
2,03707023001,03707023001_10102,03707023001_10102_04,03707023001_0008,105,101.463593,-18.201445,-41.065352,-9.382594,45.16455103,MIRI,Imaging,GO,1,1,2,8,4
2,03707023002,03707023002_10201,03707023002_10201_01,03707023002_0001,41,101.479070,-18.218377,-41.080648,-9.376654,45.16455103,MIRI,Imaging,GO,1,2,1,1,1
2,03707023002,03707023002_10201,03707023002_10201_02,03707023002_0002,41,101.475180,-18.221255,-41.083898,-9.381229,45.16455103,MIRI,Imaging,GO,1,2,1,2,2
2,03707023002,03707023002_10201,03707023002_10201_03,03707023002_0003,41,101.472666,-18.217483,-41.080398,-9.381753,45.16455103,MIRI,Imaging,GO,1,2,1,3,3
2,03707023002,03707023002_10201,03707023002_10201_04,03707023002_0004,41,101.476032,-18.215689,-41.078277,-9.378094,45.16455103,MIRI,Imaging,GO,1,2,1,4,4
2,03707023002,03707023002_10202,03707023002_10202_01,03707023002_0005,105,101.479070,-18.218377,-41.080648,-9.376654,45.16455103,MIRI,Imaging,GO,1,2,2,5,1
2,03707023002,03707023002_10202,03707023002_10202_02,03707023002_0006,105,101.475180,-18.221255,-41.083898,-9.381229,45.16455103,MIRI,Imaging,GO,1,2,2,6,2
2,03707023002,03707023002_10202,03707023002_10202_03,03707023002_0007,105,101.472666,-18.217483,-41.080398,-9.381753,45.16455103,MIRI,Imaging,GO,1,2,2,7,3
2,03707023002,03707023002_10202,03707023002_10202_04,03707023002_0008,105,101.476032,-18.215689,-41.078277,-9.378094,45.16455103,MIRI,Imaging,GO,1,2,2,8,4
2,03707025001,03707025001_10101,03707025001_10101_01,03707025001_0001,41,124.708696,-25.494845,-43.635316,5.894697,93.5,MIRI,Imaging,GO,1,1,1,1,1
2,03707025001,03707025001_10101,03707025001_10101_02,03707025001_0002,41,124.703593,-25.493998,-43.635953,5.891343,93.5,MIRI,Imaging,GO,1,1,1,2,2
2,03707025001,03707025001_10101,03707025001_10101_03,03707025001_0003,41,124.704955,-25.489706,-43.631492,5.894755,93.5,MIRI,Imaging,GO,1,1,1,3,3
2,03707025001,03707025001_10101,03707025001_10101_04,03707025001_0004,41,124.708795,-25.490902,-43.631543,5.896968,93.5,MIRI,Imaging,GO,1,1,1,4,4
2,03707025001,03707025001_10102,03707025001_10102_01,03707025001_0005,105,124.708696,-25.494845,-43.635316,5.894697,93.5,MIRI,Imaging,GO,1,1,2,5,1
2,03707025001,03707025001_10102,03707025001_10102_02,03707025001_0006,105,124.703593,-25.493998,-43.635953,5.891343,93.5,MIRI,Imaging,GO,1,1,2,6,2
2,03707025001,03707025001_10102,03707025001_10102_03,03707025001_0007,105,124.704955,-25.489706,-43.631492,5.894755,93.5,MIRI,Imaging,GO,1,1,2,7,3
2,03707025001,03707025001_10102,03707025001_10102_04,03707025001_0008,105,124.708795,-25.490902,-43.631543,5.896968,93.5,MIRI,Imaging,GO,1,1,2,8,4
2,03707025002,03707025002_10201,03707025002_10201_01,03707025002_0001,41,124.705612,-25.513141,-43.653564,5.882192,93.5,MIRI,Imaging,GO,1,2,1,1,1
2,03707025002,03707025002_10201,03707025002_10201_02,03707025002_0002,41,124.700508,-25.512294,-43.654201,5.878839,93.5,MIRI,Imaging,GO,1,2,1,2,2
2,03707025002,03707025002_10201,03707025002_10201_03,03707025002_0003,41,124.701871,-25.508003,-43.649740,5.882251,93.5,MIRI,Imaging,GO,1,2,1,3,3
2,03707025002,03707025002_10201,03707025002_10201_04,03707025002_0004,41,124.705711,-25.509198,-43.649791,5.884464,93.5,MIRI,Imaging,GO,1,2,1,4,4
2,03707025002,03707025002_10202,03707025002_10202_01,03707025002_0005,105,124.705612,-25.513141,-43.653564,5.882192,93.5,MIRI,Imaging,GO,1,2,2,5,1
2,03707025002,03707025002_10202,03707025002_10202_02,03707025002_0006,105,124.700508,-25.512294,-43.654201,5.878839,93.5,MIRI,Imaging,GO,1,2,2,6,2
2,03707025002,03707025002_10202,03707025002_10202_03,03707025002_0007,105,124.701871,-25.508003,-43.649740,5.882251,93.5,MIRI,Imaging,GO,1,2,2,7,3
2,03707025002,03707025002_10202,03707025002_10202_04,03707025002_0008,105,124.705711,-25.509198,-43.649791,5.884464,93.5,MIRI,Imaging,GO,1,2,2,8,4
2,03707025003,03707025003_10301,03707025003_10301_01,03707025003_0001,41,124.674638,-25.508885,-43.658269,5.861347,93.5,MIRI,Imaging,GO,1,3,1,1,1
2,03707025003,03707025003_10301,03707025003_10301_02,03707025003_0002,41,124.669535,-25.508037,-43.658904,5.857993,93.5,MIRI,Imaging,GO,1,3,1,2,2
2,03707025003,03707025003_10301,03707025003_10301_03,03707025003_0003,41,124.670899,-25.503746,-43.654443,5.861405,93.5,MIRI,Imaging,GO,1,3,1,3,3
2,03707025003,03707025003_10301,03707025003_10301_04,03707025003_0004,41,124.674739,-25.504942,-43.654495,5.863618,93.5,MIRI,Imaging,GO,1,3,1,4,4
2,03707025003,03707025003_10302,03707025003_10302_01,03707025003_0005,105,124.674638,-25.508885,-43.658269,5.861347,93.5,MIRI,Imaging,GO,1,3,2,5,1
2,03707025003,03707025003_10302,03707025003_10302_02,03707025003_0006,105,124.669535,-25.508037,-43.658904,5.857993,93.5,MIRI,Imaging,GO,1,3,2,6,2
2,03707025003,03707025003_10302,03707025003_10302_03,03707025003_0007,105,124.670899,-25.503746,-43.654443,5.861405,93.5,MIRI,Imaging,GO,1,3,2,7,3
2,03707025003,03707025003_10302,03707025003_10302_04,03707025003_0008,105,124.674739,-25.504942,-43.654495,5.863618,93.5,MIRI,Imaging,GO,1,3,2,8,4
2,03707025004,03707025004_10401,03707025004_10401_01,03707025004_0001,41,124.677727,-25.490590,-43.640019,5.873850,93.5,MIRI,Imaging,GO,1,4,1,1,1
2,03707025004,03707025004_10401,03707025004_10401_02,03707025004_0002,41,124.672624,-25.489741,-43.640654,5.870497,93.5,MIRI,Imaging,GO,1,4,1,2,2
2,03707025004,03707025004_10401,03707025004_10401_03,03707025004_0003,41,124.673987,-25.485450,-43.636193,5.873909,93.5,MIRI,Imaging,GO,1,4,1,3,3
2,03707025004,03707025004_10401,03707025004_10401_04,03707025004_0004,41,124.677827,-25.486646,-43.636245,5.876122,93.5,MIRI,Imaging,GO,1,4,1,4,4
2,03707025004,03707025004_10402,03707025004_10402_01,03707025004_0005,105,124.677727,-25.490590,-43.640019,5.873850,93.5,MIRI,Imaging,GO,1,4,2,5,1
2,03707025004,03707025004_10402,03707025004_10402_02,03707025004_0006,105,124.672624,-25.489741,-43.640654,5.870497,93.5,MIRI,Imaging,GO,1,4,2,6,2
2,03707025004,03707025004_10402,03707025004_10402_03,03707025004_0007,105,124.673987,-25.485450,-43.636193,5.873909,93.5,MIRI,Imaging,GO,1,4,2,7,3
2,03707025004,03707025004_10402,03707025004_10402_04,03707025004_0008,105,124.677827,-25.486646,-43.636245,5.876122,93.5,MIRI,Imaging,GO,1,4,2,8,4
2,03707027001,03707027001_10101,03707027001_10101_01,03707027001_0001,41,137.576933,7.040520,-8.850677,33.982758,,MIRI,Imaging,GO,1,1,1,1,1
2,03707027001,03707027001_10101,03707027001_10101_02,03707027001_0002,41,137.576364,7.035871,-8.855284,33.980071,,MIRI,Imaging,GO,1,1,1,2,2
2,03707027001,03707027001_10101,03707027001_10101_03,03707027001_0003,41,137.571973,7.036837,-8.855657,33.976681,,MIRI,Imaging,GO,1,1,1,3,3
2,03707027001,03707027001_10101,03707027001_10101_04,03707027001_0004,41,137.572962,7.040369,-8.851992,33.979210,,MIRI,Imaging,GO,1,1,1,4,4
2,03707027001,03707027001_10102,03707027001_10102_01,03707027001_0005,105,137.576933,7.040520,-8.850677,33.982758,,MIRI,Imaging,GO,1,1,2,5,1
2,03707027001,03707027001_10102,03707027001_10102_02,03707027001_0006,105,137.576364,7.035871,-8.855284,33.980071,,MIRI,Imaging,GO,1,1,2,6,2
2,03707027001,03707027001_10102,03707027001_10102_03,03707027001_0007,105,137.571973,7.036837,-8.855657,33.976681,,MIRI,Imaging,GO,1,1,2,7,3
2,03707027001,03707027001_10102,03707027001_10102_04,03707027001_0008,105,137.572962,7.040369,-8.851992,33.979210,,MIRI,Imaging,GO,1,1,2,8,4
2,03707027002,03707027002_10201,03707027002_10201_01,03707027002_0001,41,137.595505,7.038856,-8.846787,33.998236,,MIRI,Imaging,GO,1,2,1,1,1
2,03707027002,03707027002_10201,03707027002_10201_02,03707027002_0002,41,137.594936,7.034207,-8.851394,33.995548,,MIRI,Imaging,GO,1,2,1,2,2
2,03707027002,03707027002_10201,03707027002_10201_03,03707027002_0003,41,137.590544,7.035173,-8.851768,33.992158,,MIRI,Imaging,GO,1,2,1,3,3
2,03707027002,03707027002_10201,03707027002_10201_04,03707027002_0004,41,137.591534,7.038706,-8.848103,33.994688,,MIRI,Imaging,GO,1,2,1,4,4
2,03707027002,03707027002_10202,03707027002_10202_01,03707027002_0005,105,137.595505,7.038856,-8.846787,33.998236,,MIRI,Imaging,GO,1,2,2,5,1
2,03707027002,03707027002_10202,03707027002_10202_02,03707027002_0006,105,137.594936,7.034207,-8.851394,33.995548,,MIRI,Imaging,GO,1,2,2,6,2
