cycle,visit_id,config_id,altslot_id,slot_id,slotdur,ra,dec,elat,glat,orient,inst,mode,categ,apt_target,apt_tile,apt_config,apt_pointing,apt_exposure
2,04477002004,04477002004_10418,04477002004_10418_02,04477002004_0043,109,345.965410,-62.944999,-50.642680,-50.095131,308.93873283,NIRISS,WFSS,CAL,1,4,18,43,2
2,04477002004,04477002004_10419,04477002004_10419_01,04477002004_0044,335,345.965410,-62.944999,-50.642680,-50.095131,308.93873283,NIRISS,WFSS,CAL,1,4,19,44,1
2,04477002004,04477002004_10419,04477002004_10419_02,04477002004_0045,335,345.965752,-62.944939,-50.642727,-50.095275,308.93873283,NIRISS,WFSS,CAL,1,4,19,45,2
2,04477002004,04477002004_10419,04477002004_10419_03,04477002004_0046,335,345.965840,-62.945078,-50.642862,-50.095192,308.93873283,NIRISS,WFSS,CAL,1,4,19,46,3
2,04477002004,04477002004_10419,04477002004_10419_04,04477002004_0047,335,345.965554,-62.945135,-50.642829,-50.095066,308.93873283,NIRISS,WFSS,CAL,1,4,19,47,4
2,04477002004,04477002004_10420,04477002004_10420_01,04477002004_0048,109,345.965554,-62.945135,-50.642829,-50.095066,308.93873283,NIRISS,WFSS,CAL,1,4,20,48,1
2,04477002004,04477002004_10421,04477002004_10421_01,04477002004_0049,109,345.968543,-62.947622,-50.645629,-50.093983,308.93873283,NIRISS,WFSS,CAL,1,4,21,49,1
2,04477002004,04477002004_10422,04477002004_10422_01,04477002004_0050,141,345.968543,-62.947622,-50.645629,-50.093983,308.93873283,NIRISS,WFSS,CAL,1,4,22,50,1
2,04477002004,04477002004_10422,04477002004_10422_02,04477002004_0051,141,345.968885,-62.947562,-50.645676,-50.094127,308.93873283,NIRISS,WFSS,CAL,1,4,22,51,2
2,04477002004,04477002004_10422,04477002004_10422_03,04477002004_0052,141,345.968973,-62.947701,-50.645811,-50.094044,308.93873283,NIRISS,WFSS,CAL,1,4,22,52,3
2,04477002004,04477002004_10422,04477002004_10422_04,04477002004_0053,141,345.968688,-62.947759,-50.645778,-50.093917,308.93873283,NIRISS,WFSS,CAL,1,4,22,53,4
2,04477002004,04477002004_10423,04477002004_10423_01,04477002004_0054,109,345.968688,-62.947759,-50.645778,-50.093917,308.93873283,NIRISS,WFSS,CAL,1,4,23,54,1
2,04477002004,04477002004_10423,04477002004_10423_02,04477002004_0055,109,345.967684,-62.943733,-50.642305,-50.096766,308.93873283,NIRISS,WFSS,CAL,1,4,23,55,2
2,04477002004,04477002004_10424,04477002004_10424_01,04477002004_0056,141,345.967684,-62.943733,-50.642305,-50.096766,308.93873283,NIRISS,WFSS,CAL,1,4,24,56,1
2,04477002004,04477002004_10424,04477002004_10424_02,04477002004_0057,141,345.968025,-62.943672,-50.642352,-50.096910,308.93873283,NIRISS,WFSS,CAL,1,4,24,57,2
2,04477002004,04477002004_10424,04477002004_10424_03,04477002004_0058,141,345.968114,-62.943811,-50.642486,-50.096827,308.93873283,NIRISS,WFSS,CAL,1,4,24,58,3
2,04477002004,04477002004_10424,04477002004_10424_04,04477002004_0059,141,345.967828,-62.943869,-50.642453,-50.096701,308.93873283,NIRISS,WFSS,CAL,1,4,24,59,4
2,04477002004,04477002004_10425,04477002004_10425_01,04477002004_0060,109,345.967828,-62.943869,-50.642453,-50.096701,308.93873283,NIRISS,WFSS,CAL,1,4,25,60,1
2,04477002005,04477002005_10501,04477002005_10501_01,04477002005_0001,109,345.986068,-62.954195,-50.655695,-50.093863,308.93873283,NIRISS,WFSS,CAL,1,5,1,1,1
2,04477002005,04477002005_10502,04477002005_10502_01,04477002005_0002,174,345.986068,-62.954195,-50.655695,-50.093863,308.93873283,NIRISS,WFSS,CAL,1,5,2,2,1
2,04477002005,04477002005_10502,04477002005_10502_02,04477002005_0003,174,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,2,3,2
2,04477002005,04477002005_10502,04477002005_10502_03,04477002005_0004,174,345.986498,-62.954274,-50.655876,-50.093924,308.93873283,NIRISS,WFSS,CAL,1,5,2,4,3
2,04477002005,04477002005_10502,04477002005_10502_04,04477002005_0005,174,345.986212,-62.954331,-50.655843,-50.093798,308.93873283,NIRISS,WFSS,CAL,1,5,2,5,4
2,04477002005,04477002005_10503,04477002005_10503_01,04477002005_0006,109,345.986212,-62.954331,-50.655843,-50.093798,308.93873283,NIRISS,WFSS,CAL,1,5,3,6,1
2,04477002005,04477002005_10503,04477002005_10503_02,04477002005_0007,109,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,3,7,2
2,04477002005,04477002005_10504,04477002005_10504_01,04477002005_0008,174,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,4,8,1
2,04477002005,04477002005_10504,04477002005_10504_02,04477002005_0009,174,345.986752,-62.954074,-50.655789,-50.094152,308.93873283,NIRISS,WFSS,CAL,1,5,4,9,2
2,04477002005,04477002005_10504,04477002005_10504_03,04477002005_0010,174,345.986840,-62.954213,-50.655923,-50.094068,308.93873283,NIRISS,WFSS,CAL,1,5,4,10,3
2,04477002005,04477002005_10504,04477002005_10504_04,04477002005_0011,174,345.986554,-62.954271,-50.655890,-50.093942,308.93873283,NIRISS,WFSS,CAL,1,5,4,11,4
2,04477002005,04477002005_10505,04477002005_10505_01,04477002005_0012,109,345.986554,-62.954271,-50.655890,-50.093942,308.93873283,NIRISS,WFSS,CAL,1,5,5,12,1
2,04477002005,04477002005_10506,04477002005_10506_01,04477002005_0013,109,345.986068,-62.954195,-50.655695,-50.093863,308.93873283,NIRISS,WFSS,CAL,1,5,6,13,1
2,04477002005,04477002005_10507,04477002005_10507_01,04477002005_0014,76,345.986068,-62.954195,-50.655695,-50.093863,308.93873283,NIRISS,WFSS,CAL,1,5,7,14,1
2,04477002005,04477002005_10507,04477002005_10507_02,04477002005_0015,76,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,7,15,2
2,04477002005,04477002005_10507,04477002005_10507_03,04477002005_0016,76,345.986498,-62.954274,-50.655876,-50.093924,308.93873283,NIRISS,WFSS,CAL,1,5,7,16,3
2,04477002005,04477002005_10507,04477002005_10507_04,04477002005_0017,76,345.986212,-62.954331,-50.655843,-50.093798,308.93873283,NIRISS,WFSS,CAL,1,5,7,17,4
2,04477002005,04477002005_10508,04477002005_10508_01,04477002005_0018,109,345.986212,-62.954331,-50.655843,-50.093798,308.93873283,NIRISS,WFSS,CAL,1,5,8,18,1
2,04477002005,04477002005_10508,04477002005_10508_02,04477002005_0019,109,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,8,19,2
2,04477002005,04477002005_10509,04477002005_10509_01,04477002005_0020,76,345.986410,-62.954135,-50.655742,-50.094007,308.93873283,NIRISS,WFSS,CAL,1,5,9,20,1
2,04477002005,04477002005_10509,04477002005_10509_02,04477002005_0021,76,345.986752,-62.954074,-50.655789,-50.094152,308.93873283,NIRISS,WFSS,CAL,1,5,9,21,2
2,04477002005,04477002005_10509,04477002005_10509_03,04477002005_0022,76,345.986840,-62.954213,-50.655923,-50.094068,308.93873283,NIRISS,WFSS,CAL,1,5,9,22,3
2,04477002005,04477002005_10509,04477002005_10509_04,04477002005_0023,76,345.986554,-62.954271,-50.655890,-50.093942,308.93873283,NIRISS,WFSS,CAL,1,5,9,23,4
2,04477002005,04477002005_10510,04477002005_10510_01,04477002005_0024,109,345.986554,-62.954271,-50.655890,-50.093942,308.93873283,NIRISS,WFSS,CAL,1,5,10,24,1
2,04477002005,04477002005_10511,04477002005_10511_01,04477002005_0025,109,345.988988,-62.955289,-50.657371,-50.093843,308.93873283,NIRISS,WFSS,CAL,1,5,11,25,1
2,04477002005,04477002005_10512,04477002005_10512_01,04477002005_0026,141,345.988988,-62.955289,-50.657371,-50.093843,308.93873283,NIRISS,WFSS,CAL,1,5,12,26,1
2,04477002005,04477002005_10512,04477002005_10512_02,04477002005_0027,141,345.989330,-62.955229,-50.657418,-50.093987,308.93873283,NIRISS,WFSS,CAL,1,5,12,27,2
2,04477002005,04477002005_10512,04477002005_10512_03,04477002005_0028,141,345.989418,-62.955368,-50.657553,-50.093904,308.93873283,NIRISS,WFSS,CAL,1,5,12,28,3
2,04477002005,04477002005_10512,04477002005_10512_04,04477002005_0029,141,345.989132,-62.955426,-50.657519,-50.093778,308.93873283,NIRISS,WFSS,CAL,1,5,12,29,4
2,04477002005,04477002005_10513,04477002005_10513_01,04477002005_0030,109,345.989132,-62.955426,-50.657519,-50.093778,308.93873283,NIRISS,WFSS,CAL,1,5,13,30,1
2,04477002005,04477002005_10513,04477002005_10513_02,04477002005_0031,109,345.988455,-62.952865,-50.655301,-50.095579,308.93873283,NIRISS,WFSS,CAL,1,5,13,31,2
2,04477002005,04477002005_10514,04477002005_10514_01,04477002005_0032,141,345.988455,-62.952865,-50.655301,-50.095579,308.93873283,NIRISS,WFSS,CAL,1,5,14,32,1
2,04477002005,04477002005_10514,04477002005_10514_02,04477002005_0033,141,345.988797,-62.952805,-50.655348,-50.095724,308.93873283,NIRISS,WFSS,CAL,1,5,14,33,2
2,04477002005,04477002005_10514,04477002005_10514_03,04477002005_0034,141,345.988886,-62.952944,-50.655482,-50.095641,308.93873283,NIRISS,WFSS,CAL,1,5,14,34,3
2,04477002005,04477002005_10514,04477002005_10514_04,04477002005_0035,141,345.988600,-62.953002,-50.655449,-50.095514,308.93873283,NIRISS,WFSS,CAL,1,5,14,35,4
2,04477002005,04477002005_10515,04477002005_10515_01,04477002005_0036,109,345.988600,-62.953002,-50.655449,-50.095514,308.93873283,NIRISS,WFSS,CAL,1,5,15,36,1
2,04477002005,04477002005_10516,04477002005_10516_01,04477002005_0037,109,345.987963,-62.954905,-50.656783,-50.093850,308.93873283,NIRISS,WFSS,CAL,1,5,16,37,1
2,04477002005,04477002005_10517,04477002005_10517_01,04477002005_0038,335,345.987963,-62.954905,-50.656783,-50.093850,308.93873283,NIRISS,WFSS,CAL,1,5,17,38,1
2,04477002005,04477002005_10517,04477002005_10517_02,04477002005_0039,335,345.988305,-62.954845,-50.656830,-50.093994,308.93873283,NIRISS,WFSS,CAL,1,5,17,39,2
2,04477002005,04477002005_10517,04477002005_10517_03,04477002005_0040,335,345.988393,-62.954984,-50.656964,-50.093911,308.93873283,NIRISS,WFSS,CAL,1,5,17,40,3
2,04477002005,04477002005_10517,04477002005_10517_04,04477002005_0041,335,345.988107,-62.955041,-50.656931,-50.093785,308.93873283,NIRISS,WFSS,CAL,1,5,17,41,4
2,04477002005,04477002005_10518,04477002005_10518_01,04477002005_0042,109,345.988107,-62.955041,-50.656931,-50.093785,308.93873283,NIRISS,WFSS,CAL,1,5,18,42,1
2,04477002005,04477002005_10518,04477002005_10518_02,04477002005_0043,109,345.987622,-62.953329,-50.655438,-50.094980,308.93873283,NIRISS,WFSS,CAL,1,5,18,43,2
2,04477002005,04477002005_10519,04477002005_10519_01,04477002005_0044,335,345.987622,-62.953329,-50.655438,-50.094980,308.93873283,NIRISS,WFSS,CAL,1,5,19,44,1
2,04477002005,04477002005_10519,04477002005_10519_02,04477002005_0045,335,345.987964,-62.953269,-50.655485,-50.095124,308.93873283,NIRISS,WFSS,CAL,1,5,19,45,2
2,04477002005,04477002005_10519,04477002005_10519_03,04477002005_0046,335,345.988052,-62.953408,-50.655620,-50.095041,308.93873283,NIRISS,WFSS,CAL,1,5,19,46,3
2,04477002005,04477002005_10519,04477002005_10519_04,04477002005_0047,335,345.987766,-62.953466,-50.655587,-50.094915,308.93873283,NIRISS,WFSS,CAL,1,5,19,47,4
2,04477002005,04477002005_10520,04477002005_10520_01,04477002005_0048,109,345.987766,-62.953466,-50.655587,-50.094915,308.93873283,NIRISS,WFSS,CAL,1,5,20,48,1
2,04477002005,04477002005_10521,04477002005_10521_01,04477002005_0049,109,345.990758,-62.955952,-50.658388,-50.093831,308.93873283,NIRISS,WFSS,CAL,1,5,21,49,1
2,04477002005,04477002005_10522,04477002005_10522_01,04477002005_0050,141,345.990758,-62.955952,-50.658388,-50.093831,308.93873283,NIRISS,WFSS,CAL,1,5,22,50,1
2,04477002005,04477002005_10522,04477002005_10522_02,04477002005_0051,141,345.991100,-62.955892,-50.658434,-50.093975,308.93873283,NIRISS,WFSS,CAL,1,5,22,51,2
2,04477002005,04477002005_10522,04477002005_10522_03,04477002005_0052,141,345.991189,-62.956031,-50.658569,-50.093892,308.93873283,NIRISS,WFSS,CAL,1,5,22,52,3
2,04477002005,04477002005_10522,04477002005_10522_04,04477002005_0053,141,345.990903,-62.956089,-50.658536,-50.093766,308.93873283,NIRISS,WFSS,CAL,1,5,22,53,4
2,04477002005,04477002005_10523,04477002005_10523_01,04477002005_0054,109,345.990903,-62.956089,-50.658536,-50.093766,308.93873283,NIRISS,WFSS,CAL,1,5,23,54,1
2,04477002005,04477002005_10523,04477002005_10523_02,04477002005_0055,109,345.989895,-62.952063,-50.655063,-50.096615,308.93873283,NIRISS,WFSS,CAL,1,5,23,55,2
2,04477002005,04477002005_10524,04477002005_10524_01,04477002005_0056,141,345.989895,-62.952063,-50.655063,-50.096615,308.93873283,NIRISS,WFSS,CAL,1,5,24,56,1
2,04477002005,04477002005_10524,04477002005_10524_02,04477002005_0057,141,345.990237,-62.952003,-50.655110,-50.096759,308.93873283,NIRISS,WFSS,CAL,1,5,24,57,2
2,04477002005,04477002005_10524,04477002005_10524_03,04477002005_0058,141,345.990325,-62.952142,-50.655244,-50.096676,308.93873283,NIRISS,WFSS,CAL,1,5,24,58,3
2,04477002005,04477002005_10524,04477002005_10524_04,04477002005_0059,141,345.990040,-62.952199,-50.655211,-50.096550,308.93873283,NIRISS,WFSS,CAL,1,5,24,59,4
2,04477002005,04477002005_10525,04477002005_10525_01,04477002005_0060,109,345.990040,-62.952199,-50.655211,-50.096550,308.93873283,NIRISS,WFSS,CAL,1,5,25,60,1
2,04477002006,04477002006_10601,04477002006_10601_01,04477002006_0001,109,346.004251,-62.944161,-50.652769,-50.106864,308.93873283,NIRISS,WFSS,CAL,1,6,1,1,1
2,04477002006,04477002006_10602,04477002006_10602_01,04477002006_0002,174,346.004251,-62.944161,-50.652769,-50.106864,308.93873283,NIRISS,WFSS,CAL,1,6,2,2,1
2,04477002006,04477002006_10602,04477002006_10602_02,04477002006_0003,174,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,2,3,2
2,04477002006,04477002006_10602,04477002006_10602_03,04477002006_0004,174,346.004682,-62.944240,-50.652951,-50.106925,308.93873283,NIRISS,WFSS,CAL,1,6,2,4,3
2,04477002006,04477002006_10602,04477002006_10602_04,04477002006_0005,174,346.004396,-62.944298,-50.652917,-50.106799,308.93873283,NIRISS,WFSS,CAL,1,6,2,5,4
2,04477002006,04477002006_10603,04477002006_10603_01,04477002006_0006,109,346.004396,-62.944298,-50.652917,-50.106799,308.93873283,NIRISS,WFSS,CAL,1,6,3,6,1
2,04477002006,04477002006_10603,04477002006_10603_02,04477002006_0007,109,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,3,7,2
2,04477002006,04477002006_10604,04477002006_10604_01,04477002006_0008,174,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,4,8,1
2,04477002006,04477002006_10604,04477002006_10604_02,04477002006_0009,174,346.004935,-62.944041,-50.652863,-50.107153,308.93873283,NIRISS,WFSS,CAL,1,6,4,9,2
2,04477002006,04477002006_10604,04477002006_10604_03,04477002006_0010,174,346.005023,-62.944180,-50.652997,-50.107070,308.93873283,NIRISS,WFSS,CAL,1,6,4,10,3
2,04477002006,04477002006_10604,04477002006_10604_04,04477002006_0011,174,346.004738,-62.944238,-50.652964,-50.106943,308.93873283,NIRISS,WFSS,CAL,1,6,4,11,4
2,04477002006,04477002006_10605,04477002006_10605_01,04477002006_0012,109,346.004738,-62.944238,-50.652964,-50.106943,308.93873283,NIRISS,WFSS,CAL,1,6,5,12,1
2,04477002006,04477002006_10606,04477002006_10606_01,04477002006_0013,109,346.004251,-62.944161,-50.652769,-50.106864,308.93873283,NIRISS,WFSS,CAL,1,6,6,13,1
2,04477002006,04477002006_10607,04477002006_10607_01,04477002006_0014,76,346.004251,-62.944161,-50.652769,-50.106864,308.93873283,NIRISS,WFSS,CAL,1,6,7,14,1
2,04477002006,04477002006_10607,04477002006_10607_02,04477002006_0015,76,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,7,15,2
2,04477002006,04477002006_10607,04477002006_10607_03,04477002006_0016,76,346.004682,-62.944240,-50.652951,-50.106925,308.93873283,NIRISS,WFSS,CAL,1,6,7,16,3
2,04477002006,04477002006_10607,04477002006_10607_04,04477002006_0017,76,346.004396,-62.944298,-50.652917,-50.106799,308.93873283,NIRISS,WFSS,CAL,1,6,7,17,4
2,04477002006,04477002006_10608,04477002006_10608_01,04477002006_0018,109,346.004396,-62.944298,-50.652917,-50.106799,308.93873283,NIRISS,WFSS,CAL,1,6,8,18,1
2,04477002006,04477002006_10608,04477002006_10608_02,04477002006_0019,109,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,8,19,2
2,04477002006,04477002006_10609,04477002006_10609_01,04477002006_0020,76,346.004593,-62.944101,-50.652816,-50.107008,308.93873283,NIRISS,WFSS,CAL,1,6,9,20,1
2,04477002006,04477002006_10609,04477002006_10609_02,04477002006_0021,76,346.004935,-62.944041,-50.652863,-50.107153,308.93873283,NIRISS,WFSS,CAL,1,6,9,21,2
2,04477002006,04477002006_10609,04477002006_10609_03,04477002006_0022,76,346.005023,-62.944180,-50.652997,-50.107070,308.93873283,NIRISS,WFSS,CAL,1,6,9,22,3
2,04477002006,04477002006_10609,04477002006_10609_04,04477002006_0023,76,346.004738,-62.944238,-50.652964,-50.106943,308.93873283,NIRISS,WFSS,CAL,1,6,9,23,4
2,04477002006,04477002006_10610,04477002006_10610_01,04477002006_0024,109,346.004738,-62.944238,-50.652964,-50.106943,308.93873283,NIRISS,WFSS,CAL,1,6,10,24,1
2,04477002006,04477002006_10611,04477002006_10611_01,04477002006_0025,109,346.007171,-62.945255,-50.654445,-50.106844,308.93873283,NIRISS,WFSS,CAL,1,6,11,25,1
2,04477002006,04477002006_10612,04477002006_10612_01,04477002006_0026,141,346.007171,-62.945255,-50.654445,-50.106844,308.93873283,NIRISS,WFSS,CAL,1,6,12,26,1
2,04477002006,04477002006_10612,04477002006_10612_02,04477002006_0027,141,346.007513,-62.945195,-50.654492,-50.106988,308.93873283,NIRISS,WFSS,CAL,1,6,12,27,2
2,04477002006,04477002006_10612,04477002006_10612_03,04477002006_0028,141,346.007601,-62.945334,-50.654627,-50.106905,308.93873283,NIRISS,WFSS,CAL,1,6,12,28,3
2,04477002006,04477002006_10612,04477002006_10612_04,04477002006_0029,141,346.007315,-62.945392,-50.654593,-50.106779,308.93873283,NIRISS,WFSS,CAL,1,6,12,29,4
2,04477002006,04477002006_10613,04477002006_10613_01,04477002006_0030,109,346.007315,-62.945392,-50.654593,-50.106779,308.93873283,NIRISS,WFSS,CAL,1,6,13,30,1
2,04477002006,04477002006_10613,04477002006_10613_02,04477002006_0031,109,346.006637,-62.942831,-50.652374,-50.108581,308.93873283,NIRISS,WFSS,CAL,1,6,13,31,2
2,04477002006,04477002006_10614,04477002006_10614_01,04477002006_0032,141,346.006637,-62.942831,-50.652374,-50.108581,308.93873283,NIRISS,WFSS,CAL,1,6,14,32,1
2,04477002006,04477002006_10614,04477002006_10614_02,04477002006_0033,141,346.006979,-62.942771,-50.652421,-50.108725,308.93873283,NIRISS,WFSS,CAL,1,6,14,33,2
2,04477002006,04477002006_10614,04477002006_10614_03,04477002006_0034,141,346.007067,-62.942910,-50.652556,-50.108642,308.93873283,NIRISS,WFSS,CAL,1,6,14,34,3
2,04477002006,04477002006_10614,04477002006_10614_04,04477002006_0035,141,346.006782,-62.942968,-50.652523,-50.108515,308.93873283,NIRISS,WFSS,CAL,1,6,14,35,4
2,04477002006,04477002006_10615,04477002006_10615_01,04477002006_0036,109,346.006782,-62.942968,-50.652523,-50.108515,308.93873283,NIRISS,WFSS,CAL,1,6,15,36,1
2,04477002006,04477002006_10616,04477002006_10616_01,04477002006_0037,109,346.006146,-62.944871,-50.653857,-50.106851,308.93873283,NIRISS,WFSS,CAL,1,6,16,37,1
2,04477002006,04477002006_10617,04477002006_10617_01,04477002006_0038,335,346.006146,-62.944871,-50.653857,-50.106851,308.93873283,NIRISS,WFSS,CAL,1,6,17,38,1
2,04477002006,04477002006_10617,04477002006_10617_02,04477002006_0039,335,346.006488,-62.944811,-50.653904,-50.106995,308.93873283,NIRISS,WFSS,CAL,1,6,17,39,2
2,04477002006,04477002006_10617,04477002006_10617_03,04477002006_0040,335,346.006576,-62.944950,-50.654038,-50.106912,308.93873283,NIRISS,WFSS,CAL,1,6,17,40,3
2,04477002006,04477002006_10617,04477002006_10617_04,04477002006_0041,335,346.006291,-62.945008,-50.654005,-50.106786,308.93873283,NIRISS,WFSS,CAL,1,6,17,41,4
2,04477002006,04477002006_10618,04477002006_10618_01,04477002006_0042,109,346.006291,-62.945008,-50.654005,-50.106786,308.93873283,NIRISS,WFSS,CAL,1,6,18,42,1
2,04477002006,04477002006_10618,04477002006_10618_02,04477002006_0043,109,346.005804,-62.943296,-50.652512,-50.107981,308.93873283,NIRISS,WFSS,CAL,1,6,18,43,2
2,04477002006,04477002006_10619,04477002006_10619_01,04477002006_0044,335,346.005804,-62.943296,-50.652512,-50.107981,308.93873283,NIRISS,WFSS,CAL,1,6,19,44,1
2,04477002006,04477002006_10619,04477002006_10619_02,04477002006_0045,335,346.006146,-62.943236,-50.652559,-50.108125,308.93873283,NIRISS,WFSS,CAL,1,6,19,45,2
2,04477002006,04477002006_10619,04477002006_10619_03,04477002006_0046,335,346.006234,-62.943375,-50.652694,-50.108042,308.93873283,NIRISS,WFSS,CAL,1,6,19,46,3
2,04477002006,04477002006_10619,04477002006_10619_04,04477002006_0047,335,346.005949,-62.943432,-50.652661,-50.107916,308.93873283,NIRISS,WFSS,CAL,1,6,19,47,4
2,04477002006,04477002006_10620,04477002006_10620_01,04477002006_0048,109,346.005949,-62.943432,-50.652661,-50.107916,308.93873283,NIRISS,WFSS,CAL,1,6,20,48,1
2,04477002006,04477002006_10621,04477002006_10621_01,04477002006_0049,109,346.008941,-62.945918,-50.655461,-50.106832,308.93873283,NIRISS,WFSS,CAL,1,6,21,49,1
2,04477002006,04477002006_10622,04477002006_10622_01,04477002006_0050,141,346.008941,-62.945918,-50.655461,-50.106832,308.93873283,NIRISS,WFSS,CAL,1,6,22,50,1
2,04477002006,04477002006_10622,04477002006_10622_02,04477002006_0051,141,346.009283,-62.945858,-50.655508,-50.106976,308.93873283,NIRISS,WFSS,CAL,1,6,22,51,2
2,04477002006,04477002006_10622,04477002006_10622_03,04477002006_0052,141,346.009371,-62.945997,-50.655643,-50.106893,308.93873283,NIRISS,WFSS,CAL,1,6,22,52,3
2,04477002006,04477002006_10622,04477002006_10622_04,04477002006_0053,141,346.009086,-62.946055,-50.655610,-50.106767,308.93873283,NIRISS,WFSS,CAL,1,6,22,53,4
2,04477002006,04477002006_10623,04477002006_10623_01,04477002006_0054,109,346.009086,-62.946055,-50.655610,-50.106767,308.93873283,NIRISS,WFSS,CAL,1,6,23,54,1
2,04477002006,04477002006_10623,04477002006_10623_02,04477002006_0055,109,346.008076,-62.942029,-50.652136,-50.109616,308.93873283,NIRISS,WFSS,CAL,1,6,23,55,2
2,04477002006,04477002006_10624,04477002006_10624_01,04477002006_0056,141,346.008076,-62.942029,-50.652136,-50.109616,308.93873283,NIRISS,WFSS,CAL,1,6,24,56,1
2,04477002006,04477002006_10624,04477002006_10624_02,04477002006_0057,141,346.008418,-62.941969,-50.652183,-50.109760,308.93873283,NIRISS,WFSS,CAL,1,6,24,57,2
2,04477002006,04477002006_10624,04477002006_10624_03,04477002006_0058,141,346.008506,-62.942108,-50.652318,-50.109677,308.93873283,NIRISS,WFSS,CAL,1,6,24,58,3
2,04477002006,04477002006_10624,04477002006_10624_04,04477002006_0059,141,346.008221,-62.942166,-50.652285,-50.109551,308.93873283,NIRISS,WFSS,CAL,1,6,24,59,4
2,04477002006,04477002006_10625,04477002006_10625_01,04477002006_0060,109,346.008221,-62.942166,-50.652285,-50.109551,308.93873283,NIRISS,WFSS,CAL,1,6,25,60,1
2,04477002007,04477002007_10701,04477002007_10701_01,04477002007_0001,109,346.022422,-62.934126,-50.649840,-50.119865,308.93873283,NIRISS,WFSS,CAL,1,7,1,1,1
2,04477002007,04477002007_10702,04477002007_10702_01,04477002007_0002,174,346.022422,-62.934126,-50.649840,-50.119865,308.93873283,NIRISS,WFSS,CAL,1,7,2,2,1
2,04477002007,04477002007_10702,04477002007_10702_02,04477002007_0003,174,346.022764,-62.934065,-50.649886,-50.120010,308.93873283,NIRISS,WFSS,CAL,1,7,2,3,2
2,04477002007,04477002007_10702,04477002007_10702_03,04477002007_0004,174,346.022852,-62.934204,-50.650021,-50.119926,308.93873283,NIRISS,WFSS,CAL,1,7,2,4,3
2,04477002007,04477002007_10702,04477002007_10702_04,04477002007_0005,174,346.022567,-62.934262,-50.649988,-50.119800,308.93873283,NIRISS,WFSS,CAL,1,7,2,5,4
2,04477002007,04477002007_10703,04477002007_10703_01,04477002007_0006,109,346.022567,-62.934262,-50.649988,-50.119800,308.93873283,NIRISS,WFSS,CAL,1,7,3,6,1
2,04477002007,04477002007_10703,04477002007_10703_02,04477002007_0007,109,346.022764,-62.934065,-50.649886,-50.120010,308.93873283,NIRISS,WFSS,CAL,1,7,3,7,2
2,04477002007,04477002007_10704,04477002007_10704_01,04477002007_0008,174,346.022764,-62.934065,-50.649886,-50.120010,308.93873283,NIRISS,WFSS,CAL,1,7,4,8,1
2,04477002007,04477002007_10704,04477002007_10704_02,04477002007_0009,174,346.023106,-62.934005,-50.649933,-50.120154,308.93873283,NIRISS,WFSS,CAL,1,7,4,9,2
2,04477002007,04477002007_10704,04477002007_10704_03,04477002007_0010,174,346.023194,-62.934144,-50.650068,-50.120071,308.93873283,NIRISS,WFSS,CAL,1,7,4,10,3
2,04477002007,04477002007_10704,04477002007_10704_04,04477002007_0011,174,346.022909,-62.934202,-50.650035,-50.119944,308.93873283,NIRISS,WFSS,CAL,1,7,4,11,4
2,04477002007,04477002007_10705,04477002007_10705_01,04477002007_0012,109,346.022909,-62.934202,-50.650035,-50.119944,308.93873283,NIRISS,WFSS,CAL,1,7,5,12,1
2,04477002007,04477002007_10706,04477002007_10706_01,04477002007_0013,109,346.022422,-62.934126,-50.649840,-50.119865,308.93873283,NIRISS,WFSS,CAL,1,7,6,13,1
2,04477002007,04477002007_10707,04477002007_10707_01,04477002007_0014,76,346.022422,-62.934126,-50.649840,-50.119865,308.93873283,NIRISS,WFSS,CAL,1,7,7,14,1
2,04477002007,04477002007_10707,04477002007_10707_02,04477002007_0015,76,346.022764,-62.934065,-50.649886,-50.120010,308.93873283,NIRISS,WFSS,CAL,1,7,7,15,2
2,04477002007,04477002007_10707,04477002007_10707_03,04477002007_0016,76,346.022852,-62.934204,-50.650021,-50.119926,308.93873283,NIRISS,WFSS,CAL,1,7,7,16,3
2,04477002007,04477002007_10707,04477002007_10707_04,04477002007_0017,76,346.022567,-62.934262,-50.649988,-50.119800,308.93873283,NIRISS,WFSS,CAL,1,7,7,17,4
2,04477002007,04477002007_10708,04477002007_10708_01,04477002007_0018,109,346.022567,-62.934262,-50.649988,-50.119800,308.93873283,NIRISS,WFSS,CAL,1,7,8,18,1
