cycle,visit_id,config_id,altslot_id,slot_id,slotdur,ra,dec,orient,inst,mode,categ,apt_target,apt_tile,apt_config,apt_pointing,apt_exposure,pure_subset,pure_visit,pure_config,pure_slot
1,01802019001,01802019001_10202,01802019001_10202_03,01802019001_0023,494,84.48818474014051,-7.11570135510766,,NIRSpec,IFU,GO,1,2,2,23,3,2,21,3,3
1,01802019001,01802019001_10302,01802019001_10302_01,01802019001_0025,494,84.48768883973935,-7.11504842735053,,NIRSpec,IFU,GO,1,3,2,25,1,3,56,1,1
1,01802019001,01802019001_10302,01802019001_10302_02,01802019001_0026,494,84.48756408348657,-7.1150593423200235,,NIRSpec,IFU,GO,1,3,2,26,2,3,56,1,2
1,01802019001,01802019001_10302,01802019001_10302_03,01802019001_0027,494,84.48765541837992,-7.115097867392194,,NIRSpec,IFU,GO,1,3,2,27,3,3,56,1,3
1,01802019001,01802019001_10402,01802019001_10402_01,01802019001_0029,494,84.487100276164,-7.115556737331872,,NIRSpec,IFU,GO,1,4,2,29,1,3,56,2,1
1,01802019001,01802019001_10402,01802019001_10402_02,01802019001_0030,494,84.48697551976203,-7.115567652149878,,NIRSpec,IFU,GO,1,4,2,30,2,3,56,2,2
1,01802019001,01802019001_10402,01802019001_10402_03,01802019001_0031,494,84.4870668547061,-7.11560617733295,,NIRSpec,IFU,GO,1,4,2,31,3,3,56,2,3
1,01854013001,01854013001_10101,01854013001_10101_01,01854013001_0001,421,235.75923628218834,-34.152101779291,,NIRSpec,IFU,GO,1,1,1,1,1,3,57,1,1
1,01854013001,01854013001_10101,01854013001_10101_02,01854013001_0002,421,235.75917382476993,-34.15210805417337,,NIRSpec,IFU,GO,1,1,1,2,2,3,57,1,2
1,01854013001,01854013001_10101,01854013001_10101_03,01854013001_0003,421,235.759172653345,-34.1521288179846,,NIRSpec,IFU,GO,1,1,1,3,3,3,57,1,3
1,01854013001,01854013001_10102,01854013001_10102_01,01854013001_0005,421,235.75923628218834,-34.152101779291,,NIRSpec,IFU,GO,1,1,2,5,1,3,57,2,1
1,01854013001,01854013001_10102,01854013001_10102_02,01854013001_0006,421,235.75917382476993,-34.15210805417337,,NIRSpec,IFU,GO,1,1,2,6,2,3,57,2,2
1,01854013001,01854013001_10102,01854013001_10102_03,01854013001_0007,421,235.759172653345,-34.1521288179846,,NIRSpec,IFU,GO,1,1,2,7,3,3,57,2,3
1,01860003001,01860003001_10101,01860003001_10101_01,01860003001_0001,410,143.0270802242479,8.445787983747735,,MIRI,MRS,GO,1,1,1,1,1,1,143,1,1
1,01860003001,01860003001_10101,01860003001_10101_02,01860003001_0002,389,143.02648449187743,8.445599183242116,,MIRI,MRS,GO,1,1,1,2,2,1,143,1,2
1,01860003001,01860003001_10101,01860003001_10101_03,01860003001_0003,389,143.0269901692543,8.445726416036443,,MIRI,MRS,GO,1,1,1,3,3,1,143,1,3
1,01860003001,01860003001_10102,01860003001_10102_01,01860003001_0005,410,143.0270802242479,8.445787983747735,,MIRI,MRS,GO,1,1,2,5,1,1,143,2,1
1,01860003001,01860003001_10102,01860003001_10102_02,01860003001_0006,389,143.02648449187743,8.445599183242116,,MIRI,MRS,GO,1,1,2,6,2,1,143,2,2
1,01860003001,01860003001_10102,01860003001_10102_03,01860003001_0007,389,143.0269901692543,8.445726416036443,,MIRI,MRS,GO,1,1,2,7,3,1,143,2,3
1,01860003001,01860003001_10103,01860003001_10103_01,01860003001_0009,410,143.0270802242479,8.445787983747735,,MIRI,MRS,GO,1,1,3,9,1,1,143,3,1
1,01860003001,01860003001_10103,01860003001_10103_02,01860003001_0010,389,143.02648449187743,8.445599183242116,,MIRI,MRS,GO,1,1,3,10,2,1,143,3,2
1,01860003001,01860003001_10103,01860003001_10103_03,01860003001_0011,389,143.0269901692543,8.445726416036443,,MIRI,MRS,GO,1,1,3,11,3,1,143,3,3
1,01860005001,01860005001_10101,01860005001_10101_01,01860005001_0001,421,145.72253951362228,9.495065761508034,,MIRI,MRS,GO,1,1,1,1,1,1,144,1,1
1,01860005001,01860005001_10101,01860005001_10101_02,01860005001_0002,400,145.7219420565475,9.494876961008591,,MIRI,MRS,GO,1,1,1,2,2,1,144,1,2
1,01860005001,01860005001_10101,01860005001_10101_03,01860005001_0003,400,145.72244919790322,9.495004193804975,,MIRI,MRS,GO,1,1,1,3,3,1,144,1,3
1,01860005001,01860005001_10102,01860005001_10102_01,01860005001_0005,421,145.72253951362228,9.495065761508034,,MIRI,MRS,GO,1,1,2,5,1,1,144,2,1
1,01860005001,01860005001_10102,01860005001_10102_02,01860005001_0006,400,145.7219420565475,9.494876961008591,,MIRI,MRS,GO,1,1,2,6,2,1,144,2,2
1,01860005001,01860005001_10102,01860005001_10102_03,01860005001_0007,400,145.72244919790322,9.495004193804975,,MIRI,MRS,GO,1,1,2,7,3,1,144,2,3
1,01860005001,01860005001_10103,01860005001_10103_01,01860005001_0009,421,145.72253951362228,9.495065761508034,,MIRI,MRS,GO,1,1,3,9,1,1,144,3,1
1,01860005001,01860005001_10103,01860005001_10103_02,01860005001_0010,400,145.7219420565475,9.494876961008591,,MIRI,MRS,GO,1,1,3,10,2,1,144,3,2
1,01860005001,01860005001_10103,01860005001_10103_03,01860005001_0011,400,145.72244919790322,9.495004193804975,,MIRI,MRS,GO,1,1,3,11,3,1,144,3,3
1,01860006001,01860006001_10101,01860006001_10101_01,01860006001_0001,410,0.9610833047520775,-11.474539793702775,,MIRI,MRS,GO,1,1,1,1,1,1,145,1,1
1,01860006001,01860006001_10101,01860006001_10101_02,01860006001_0002,389,0.9604820147686683,-11.47472859432412,,MIRI,MRS,GO,1,1,1,2,2,1,145,1,2
1,01860006001,01860006001_10101,01860006001_10101_03,01860006001_0003,389,0.9609924097700419,-11.474601361568261,,MIRI,MRS,GO,1,1,1,3,3,1,145,1,3
1,01860006001,01860006001_10102,01860006001_10102_01,01860006001_0005,410,0.9610833047520775,-11.474539793702775,,MIRI,MRS,GO,1,1,2,5,1,1,145,2,1
1,01860006001,01860006001_10102,01860006001_10102_02,01860006001_0006,389,0.9604820147686683,-11.47472859432412,,MIRI,MRS,GO,1,1,2,6,2,1,145,2,2
1,01860006001,01860006001_10102,01860006001_10102_03,01860006001_0007,389,0.9609924097700419,-11.474601361568261,,MIRI,MRS,GO,1,1,2,7,3,1,145,2,3
1,01860006001,01860006001_10103,01860006001_10103_01,01860006001_0009,410,0.9610833047520775,-11.474539793702775,,MIRI,MRS,GO,1,1,3,9,1,1,145,3,1
1,01860006001,01860006001_10103,01860006001_10103_02,01860006001_0010,389,0.9604820147686683,-11.47472859432412,,MIRI,MRS,GO,1,1,3,10,2,1,145,3,2
1,01860006001,01860006001_10103,01860006001_10103_03,01860006001_0011,389,0.9609924097700419,-11.474601361568261,,MIRI,MRS,GO,1,1,3,11,3,1,145,3,3
1,01860007001,01860007001_10101,01860007001_10101_01,01860007001_0001,410,222.36820685758255,-10.170434238169207,,MIRI,MRS,GO,1,1,1,1,1,1,146,1,1
1,01860007001,01860007001_10101,01860007001_10101_02,01860007001_0002,389,222.36760817834934,-10.170623038782765,,MIRI,MRS,GO,1,1,1,2,2,1,146,1,2
1,01860007001,01860007001_10101,01860007001_10101_03,01860007001_0003,389,222.36811635724956,-10.170495806024292,,MIRI,MRS,GO,1,1,1,3,3,1,146,1,3
1,01860007001,01860007001_10102,01860007001_10102_01,01860007001_0005,410,222.36820685758255,-10.170434238169207,,MIRI,MRS,GO,1,1,2,5,1,1,146,2,1
1,01860007001,01860007001_10102,01860007001_10102_02,01860007001_0006,389,222.36760817834934,-10.170623038782765,,MIRI,MRS,GO,1,1,2,6,2,1,146,2,2
1,01860007001,01860007001_10102,01860007001_10102_03,01860007001_0007,389,222.36811635724956,-10.170495806024292,,MIRI,MRS,GO,1,1,2,7,3,1,146,2,3
1,01860007001,01860007001_10103,01860007001_10103_01,01860007001_0009,410,222.36820685758255,-10.170434238169207,,MIRI,MRS,GO,1,1,3,9,1,1,146,3,1
1,01860007001,01860007001_10103,01860007001_10103_02,01860007001_0010,389,222.36760817834934,-10.170623038782765,,MIRI,MRS,GO,1,1,3,10,2,1,146,3,2
1,01860007001,01860007001_10103,01860007001_10103_03,01860007001_0011,389,222.36811635724956,-10.170495806024292,,MIRI,MRS,GO,1,1,3,11,3,1,146,3,3
1,01864002001,01864002001_10104,01864002001_10104_01,01864002001_0013,322,56.67055656667528,-52.082796856815094,,MIRI,Imaging,GO,1,1,4,13,1,3,58,1,1
1,01864002001,01864002001_10104,01864002001_10104_02,01864002001_0014,312,56.67159659854667,-52.08411866449336,,MIRI,Imaging,GO,1,1,4,14,2,3,58,1,2
1,01864002001,01864002001_10104,01864002001_10104_03,01864002001_0015,312,56.67197270575872,-52.08656943137857,,MIRI,Imaging,GO,1,1,4,15,3,3,58,1,3
1,01864002001,01864002001_10105,01864002001_10105_01,01864002001_0017,378,56.67055656667528,-52.082796856815094,,MIRI,Imaging,GO,1,1,5,17,1,3,58,2,1
1,01864002001,01864002001_10105,01864002001_10105_02,01864002001_0018,368,56.67159659854667,-52.08411866449336,,MIRI,Imaging,GO,1,1,5,18,2,3,58,2,2
1,01864002001,01864002001_10105,01864002001_10105_03,01864002001_0019,368,56.67197270575872,-52.08656943137857,,MIRI,Imaging,GO,1,1,5,19,3,3,58,2,3
1,01864003001,01864003001_10101,01864003001_10101_01,01864003001_0001,786,56.67141946773458,-52.08390754674252,,NIRSpec,IFU,GO,1,1,1,1,1,3,59,1,1
1,01864003001,01864003001_10101,01864003001_10101_02,01864003001_0002,786,56.67108475935913,-52.08391190887204,,NIRSpec,IFU,GO,1,1,1,2,2,3,59,1,2
1,01864003001,01864003001_10101,01864003001_10101_03,01864003001_0003,786,56.67129568134583,-52.083995275923996,,NIRSpec,IFU,GO,1,1,1,3,3,3,59,1,3
1,01864003001,01864003001_10102,01864003001_10102_01,01864003001_0010,786,56.67141946773458,-52.08390754674252,,NIRSpec,IFU,GO,1,1,2,10,1,3,59,2,1
1,01864003001,01864003001_10102,01864003001_10102_02,01864003001_0011,786,56.67108475935913,-52.08391190887204,,NIRSpec,IFU,GO,1,1,2,11,2,3,59,2,2
1,01864003001,01864003001_10102,01864003001_10102_03,01864003001_0012,786,56.67129568134583,-52.083995275923996,,NIRSpec,IFU,GO,1,1,2,12,3,3,59,2,3
1,01864009001,01864009001_10104,01864009001_10104_01,01864009001_0013,322,56.67055656667528,-52.082796856815094,,MIRI,Imaging,GO,1,1,4,13,1,3,60,1,1
1,01864009001,01864009001_10104,01864009001_10104_02,01864009001_0014,312,56.67159659854667,-52.08411866449336,,MIRI,Imaging,GO,1,1,4,14,2,3,60,1,2
1,01864009001,01864009001_10104,01864009001_10104_03,01864009001_0015,312,56.67197270575872,-52.08656943137857,,MIRI,Imaging,GO,1,1,4,15,3,3,60,1,3
1,01864009001,01864009001_10105,01864009001_10105_01,01864009001_0017,378,56.67055656667528,-52.082796856815094,,MIRI,Imaging,GO,1,1,5,17,1,3,60,2,1
1,01864009001,01864009001_10105,01864009001_10105_02,01864009001_0018,368,56.67159659854667,-52.08411866449336,,MIRI,Imaging,GO,1,1,5,18,2,3,60,2,2
1,01864009001,01864009001_10105,01864009001_10105_03,01864009001_0019,368,56.67197270575872,-52.08656943137857,,MIRI,Imaging,GO,1,1,5,19,3,3,60,2,3
1,01864010001,01864010001_10101,01864010001_10101_01,01864010001_0001,786,56.67141946773458,-52.08390754674252,,NIRSpec,IFU,GO,1,1,1,1,1,3,61,1,1
1,01864010001,01864010001_10101,01864010001_10101_02,01864010001_0002,786,56.67108475935913,-52.08391190887204,,NIRSpec,IFU,GO,1,1,1,2,2,3,61,1,2
1,01864010001,01864010001_10101,01864010001_10101_03,01864010001_0003,786,56.67129568134583,-52.083995275923996,,NIRSpec,IFU,GO,1,1,1,3,3,3,61,1,3
1,01864010001,01864010001_10102,01864010001_10102_01,01864010001_0010,786,56.67141946773458,-52.08390754674252,,NIRSpec,IFU,GO,1,1,2,10,1,3,61,2,1
1,01864010001,01864010001_10102,01864010001_10102_02,01864010001_0011,786,56.67108475935913,-52.08391190887204,,NIRSpec,IFU,GO,1,1,2,11,2,3,61,2,2
1,01864010001,01864010001_10102,01864010001_10102_03,01864010001_0012,786,56.67129568134583,-52.083995275923996,,NIRSpec,IFU,GO,1,1,2,12,3,3,61,2,3
1,01906002001,01906002001_10101,01906002001_10101_01,01906002001_0001,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,1,1,1,1,147,1,1
1,01906002001,01906002001_10101,01906002001_10101_02,01906002001_0002,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,1,2,2,1,147,1,2
1,01906002001,01906002001_10101,01906002001_10101_03,01906002001_0003,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,1,3,3,1,147,1,3
1,01906002001,01906002001_10102,01906002001_10102_01,01906002001_0005,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,2,5,1,1,147,2,1
1,01906002001,01906002001_10102,01906002001_10102_02,01906002001_0006,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,2,6,2,1,147,2,2
1,01906002001,01906002001_10102,01906002001_10102_03,01906002001_0007,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,2,7,3,1,147,2,3
1,01906002001,01906002001_10103,01906002001_10103_01,01906002001_0009,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,3,9,1,1,147,3,1
1,01906002001,01906002001_10103,01906002001_10103_02,01906002001_0010,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,3,10,2,1,147,3,2
1,01906002001,01906002001_10103,01906002001_10103_03,01906002001_0011,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,3,11,3,1,147,3,3
1,01906005001,01906005001_10101,01906005001_10101_01,01906005001_0001,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,1,1,1,1,148,1,1
1,01906005001,01906005001_10101,01906005001_10101_02,01906005001_0002,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,1,2,2,1,148,1,2
1,01906005001,01906005001_10101,01906005001_10101_03,01906005001_0003,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,1,3,3,1,148,1,3
1,01906005001,01906005001_10102,01906005001_10102_01,01906005001_0005,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,2,5,1,1,148,2,1
1,01906005001,01906005001_10102,01906005001_10102_02,01906005001_0006,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,2,6,2,1,148,2,2
1,01906005001,01906005001_10102,01906005001_10102_03,01906005001_0007,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,2,7,3,1,148,2,3
1,01906005001,01906005001_10103,01906005001_10103_01,01906005001_0009,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,3,9,1,1,148,3,1
1,01906005001,01906005001_10103,01906005001_10103_02,01906005001_0010,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,3,10,2,1,148,3,2
1,01906005001,01906005001_10103,01906005001_10103_03,01906005001_0011,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,3,11,3,1,148,3,3
1,01906008001,01906008001_10101,01906008001_10101_01,01906008001_0001,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,1,1,1,1,149,1,1
1,01906008001,01906008001_10101,01906008001_10101_02,01906008001_0002,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,1,2,2,1,149,1,2
1,01906008001,01906008001_10101,01906008001_10101_03,01906008001_0003,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,1,3,3,1,149,1,3
1,01906008001,01906008001_10102,01906008001_10102_01,01906008001_0005,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,2,5,1,1,149,2,1
1,01906008001,01906008001_10102,01906008001_10102_02,01906008001_0006,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,2,6,2,1,149,2,2
1,01906008001,01906008001_10102,01906008001_10102_03,01906008001_0007,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,2,7,3,1,149,2,3
1,01906008001,01906008001_10103,01906008001_10103_01,01906008001_0009,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,3,9,1,1,149,3,1
1,01906008001,01906008001_10103,01906008001_10103_02,01906008001_0010,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,3,10,2,1,149,3,2
1,01906008001,01906008001_10103,01906008001_10103_03,01906008001_0011,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,3,11,3,1,149,3,3
1,01906011001,01906011001_10101,01906011001_10101_01,01906011001_0001,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,1,1,1,1,150,1,1
1,01906011001,01906011001_10101,01906011001_10101_02,01906011001_0002,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,1,2,2,1,150,1,2
1,01906011001,01906011001_10101,01906011001_10101_03,01906011001_0003,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,1,3,3,1,150,1,3
1,01906011001,01906011001_10102,01906011001_10102_01,01906011001_0005,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,2,5,1,1,150,2,1
1,01906011001,01906011001_10102,01906011001_10102_02,01906011001_0006,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,2,6,2,1,150,2,2
1,01906011001,01906011001_10102,01906011001_10102_03,01906011001_0007,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,2,7,3,1,150,2,3
1,01906011001,01906011001_10103,01906011001_10103_01,01906011001_0009,352,274.0922858441471,-19.69074475471581,,MIRI,MRS,GO,1,1,3,9,1,1,150,3,1
1,01906011001,01906011001_10103,01906011001_10103_02,01906011001_0010,342,274.0921624042154,-19.691001313873358,,MIRI,MRS,GO,1,1,3,10,2,1,150,3,2
1,01906011001,01906011001_10103,01906011001_10103_03,01906011001_0011,342,274.0922019760735,-19.690732912218778,,MIRI,MRS,GO,1,1,3,11,3,1,150,3,3
1,01928005001,01928005001_10101,01928005001_10101_01,01928005001_0001,631,176.12002560575775,-3.570725310276714,,MIRI,MRS,GO,1,1,1,1,1,3,62,1,1
1,01928005001,01928005001_10101,01928005001_10101_02,01928005001_0002,621,176.1199091580091,-3.570981869441823,,MIRI,MRS,GO,1,1,1,2,2,3,62,1,2
1,01928005001,01928005001_10101,01928005001_10101_03,01928005001_0003,621,176.11994648827667,-3.5707134677772387,,MIRI,MRS,GO,1,1,1,3,3,3,62,1,3
1,01928005001,01928005001_10102,01928005001_10102_01,01928005001_0005,631,176.12002560575775,-3.570725310276714,,MIRI,MRS,GO,1,1,2,5,1,3,62,2,1
1,01928005001,01928005001_10102,01928005001_10102_02,01928005001_0006,621,176.1199091580091,-3.570981869441823,,MIRI,MRS,GO,1,1,2,6,2,3,62,2,2
1,01928005001,01928005001_10102,01928005001_10102_03,01928005001_0007,621,176.11994648827667,-3.5707134677772387,,MIRI,MRS,GO,1,1,2,7,3,3,62,2,3
1,01928008001,01928008001_10101,01928008001_10101_01,01928008001_0001,774,208.0747228765812,31.446371316649934,,MIRI,MRS,GO,1,1,1,1,1,3,63,1,1
1,01928008001,01928008001_10101,01928008001_10101_02,01928008001_0002,764,208.0740321586231,31.446182516296734,,MIRI,MRS,GO,1,1,1,2,2,3,63,1,2
1,01928008001,01928008001_10101,01928008001_10101_03,01928008001_0003,764,208.0746184627048,31.44630974914172,,MIRI,MRS,GO,1,1,1,3,3,3,63,1,3
1,01928008001,01928008001_10102,01928008001_10102_01,01928008001_0005,774,208.0747228765812,31.446371316649934,,MIRI,MRS,GO,1,1,2,5,1,3,63,2,1
1,01928008001,01928008001_10102,01928008001_10102_02,01928008001_0006,764,208.0740321586231,31.446182516296734,,MIRI,MRS,GO,1,1,2,6,2,3,63,2,2
1,01928008001,01928008001_10102,01928008001_10102_03,01928008001_0007,764,208.0746184627048,31.44630974914172,,MIRI,MRS,GO,1,1,2,7,3,3,63,2,3
1,01947003001,01947003001_10101,01947003001_10101_01,01947003001_0001,354,350.86632357633397,58.810646881923226,,MIRI,MRS,GO,1,1,1,1,1,1,151,1,1
1,01947003001,01947003001_10101,01947003001_10101_02,01947003001_0002,333,350.866123693668,58.81038832521644,,MIRI,MRS,GO,1,1,1,2,2,1,151,1,2
1,01947003001,01947003001_10101,01947003001_10101_03,01947003001_0003,333,350.86617286814203,58.81065853942165,,MIRI,MRS,GO,1,1,1,3,3,1,151,1,3
1,01947003001,01947003001_10102,01947003001_10102_01,01947003001_0005,354,350.86632357633397,58.810646881923226,,MIRI,MRS,GO,1,1,2,5,1,1,151,2,1
1,01947003001,01947003001_10102,01947003001_10102_02,01947003001_0006,333,350.866123693668,58.81038832521644,,MIRI,MRS,GO,1,1,2,6,2,1,151,2,2
1,01947003001,01947003001_10102,01947003001_10102_03,01947003001_0007,333,350.86617286814203,58.81065853942165,,MIRI,MRS,GO,1,1,2,7,3,1,151,2,3
1,01947003001,01947003001_10103,01947003001_10103_01,01947003001_0009,354,350.86632357633397,58.810646881923226,,MIRI,MRS,GO,1,1,3,9,1,1,151,3,1
1,01947003001,01947003001_10103,01947003001_10103_02,01947003001_0010,333,350.866123693668,58.81038832521644,,MIRI,MRS,GO,1,1,3,10,2,1,151,3,2
1,01947003001,01947003001_10103,01947003001_10103_03,01947003001_0011,333,350.86617286814203,58.81065853942165,,MIRI,MRS,GO,1,1,3,11,3,1,151,3,3
1,01958002001,01958002001_10101,01958002001_10101_01,01958002001_0001,894,166.0365281619555,-76.45487932798613,,MIRI,MRS,GO,1,1,1,1,1,1,152,1,1
1,01958002001,01958002001_10101,01958002001_10101_02,01958002001_0002,884,166.03404938149689,-76.45506785696585,,MIRI,MRS,GO,1,1,1,2,2,1,152,1,2
1,01958002001,01958002001_10101,01958002001_10101_03,01958002001_0003,884,166.0361628987491,-76.45494136164052,,MIRI,MRS,GO,1,1,1,3,3,1,152,1,3
1,01958002001,01958002001_10102,01958002001_10102_01,01958002001_0005,894,166.0365281619555,-76.45487932798613,,MIRI,MRS,GO,1,1,2,5,1,1,152,2,1
1,01958002001,01958002001_10102,01958002001_10102_02,01958002001_0006,884,166.03404938149689,-76.45506785696585,,MIRI,MRS,GO,1,1,2,6,2,1,152,2,2
1,01958002001,01958002001_10102,01958002001_10102_03,01958002001_0007,884,166.0361628987491,-76.45494136164052,,MIRI,MRS,GO,1,1,2,7,3,1,152,2,3
1,01958002001,01958002001_10103,01958002001_10103_01,01958002001_0009,894,166.0365281619555,-76.45487932798613,,MIRI,MRS,GO,1,1,3,9,1,1,152,3,1
1,01958002001,01958002001_10103,01958002001_10103_02,01958002001_0010,884,166.03404938149689,-76.45506785696585,,MIRI,MRS,GO,1,1,3,10,2,1,152,3,2
1,01958002001,01958002001_10103,01958002001_10103_03,01958002001_0011,884,166.0361628987491,-76.45494136164052,,MIRI,MRS,GO,1,1,3,11,3,1,152,3,3
1,01991001001,01991001001_10101,01991001001_10101_01,01991001001_0001,340,198.76467506853865,24.618963578602784,,MIRI,MRS,GO,1,1,1,1,1,1,153,1,1
1,01991001001,01991001001_10101,01991001001_10101_02,01991001001_0002,319,198.76454722590154,24.61870701942434,,MIRI,MRS,GO,1,1,1,2,2,1,153,1,2
1,01991001001,01991001001_10101,01991001001_10101_03,01991001001_0003,319,198.76458820896133,24.618975421106597,,MIRI,MRS,GO,1,1,1,3,3,1,153,1,3
1,01991001001,01991001001_10102,01991001001_10102_01,01991001001_0005,340,198.76467506853865,24.618963578602784,,MIRI,MRS,GO,1,1,2,5,1,1,153,2,1
1,01991001001,01991001001_10102,01991001001_10102_02,01991001001_0006,319,198.76454722590154,24.61870701942434,,MIRI,MRS,GO,1,1,2,6,2,1,153,2,2
1,01991001001,01991001001_10102,01991001001_10102_03,01991001001_0007,319,198.76458820896133,24.618975421106597,,MIRI,MRS,GO,1,1,2,7,3,1,153,2,3
1,01991001001,01991001001_10103,01991001001_10103_01,01991001001_0009,340,198.76467506853865,24.618963578602784,,MIRI,MRS,GO,1,1,3,9,1,1,153,3,1
1,01991001001,01991001001_10103,01991001001_10103_02,01991001001_0010,319,198.76454722590154,24.61870701942434,,MIRI,MRS,GO,1,1,3,10,2,1,153,3,2
1,01991001001,01991001001_10103,01991001001_10103_03,01991001001_0011,319,198.76458820896133,24.618975421106597,,MIRI,MRS,GO,1,1,3,11,3,1,153,3,3
1,01991002001,01991002001_10101,01991002001_10101_01,01991002001_0001,340,198.74492688233636,24.645026496959964,,MIRI,MRS,GO,1,1,1,1,1,1,154,1,1
1,01991002001,01991002001_10101,01991002001_10101_02,01991002001_0002,319,198.74479905366286,24.644769921029255,,MIRI,MRS,GO,1,1,1,2,2,1,154,1,2
1,01991002001,01991002001_10101,01991002001_10101_03,01991002001_0003,319,198.74484000271022,24.645038328023,,MIRI,MRS,GO,1,1,1,3,3,1,154,1,3
1,01991002001,01991002001_10102,01991002001_10102_01,01991002001_0005,340,198.74492688233636,24.645026496959964,,MIRI,MRS,GO,1,1,2,5,1,1,154,2,1
1,01991002001,01991002001_10102,01991002001_10102_02,01991002001_0006,319,198.74479905366286,24.644769921029255,,MIRI,MRS,GO,1,1,2,6,2,1,154,2,2
1,01991002001,01991002001_10102,01991002001_10102_03,01991002001_0007,319,198.74484000271022,24.645038328023,,MIRI,MRS,GO,1,1,2,7,3,1,154,2,3
1,01991002001,01991002001_10103,01991002001_10103_01,01991002001_0009,340,198.74492688233636,24.645026496959964,,MIRI,MRS,GO,1,1,3,9,1,1,154,3,1
1,01991002001,01991002001_10103,01991002001_10103_02,01991002001_0010,319,198.74479905366286,24.644769921029255,,MIRI,MRS,GO,1,1,3,10,2,1,154,3,2
1,01991002001,01991002001_10103,01991002001_10103_03,01991002001_0011,319,198.74484000271022,24.645038328023,,MIRI,MRS,GO,1,1,3,11,3,1,154,3,3
1,02025001001,02025001001_10101,02025001001_10101_01,02025001001_0001,637,252.31406084134207,-14.369048775886538,,MIRI,MRS,GO,1,1,1,1,1,1,155,1,1
1,02025001001,02025001001_10101,02025001001_10101_02,02025001001_0002,616,252.31346153920254,-14.369237303737632,,MIRI,MRS,GO,1,1,1,2,2,1,155,1,2
1,02025001001,02025001001_10101,02025001001_10101_03,02025001001_0003,616,252.3139725290422,-14.369110807935328,,MIRI,MRS,GO,1,1,1,3,3,1,155,1,3
1,02025001001,02025001001_10102,02025001001_10102_01,02025001001_0005,637,252.31406084134207,-14.369048775886538,,MIRI,MRS,GO,1,1,2,5,1,1,155,2,1
1,02025001001,02025001001_10102,02025001001_10102_02,02025001001_0006,616,252.31346153920254,-14.369237303737632,,MIRI,MRS,GO,1,1,2,6,2,1,155,2,2
1,02025001001,02025001001_10102,02025001001_10102_03,02025001001_0007,616,252.3139725290422,-14.369110807935328,,MIRI,MRS,GO,1,1,2,7,3,1,155,2,3
1,02025001001,02025001001_10103,02025001001_10103_01,02025001001_0009,637,252.31406084134207,-14.369048775886538,,MIRI,MRS,GO,1,1,3,9,1,1,155,3,1
1,02025001001,02025001001_10103,02025001001_10103_02,02025001001_0010,616,252.31346153920254,-14.369237303737632,,MIRI,MRS,GO,1,1,3,10,2,1,155,3,2
1,02025001001,02025001001_10103,02025001001_10103_03,02025001001_0011,616,252.3139725290422,-14.369110807935328,,MIRI,MRS,GO,1,1,3,11,3,1,155,3,3
1,02025002001,02025002001_10101,02025002001_10101_01,02025002001_0002,851,73.79615358082405,30.366510205562683,,MIRI,MRS,GO,1,1,1,2,1,1,156,1,1
