cycle,visit_id,config_id,altslot_id,slot_id,slotdur,ra,dec,orient,inst,mode,categ,apt_target,apt_tile,apt_config,apt_pointing,apt_exposure,pure_subset,pure_visit,pure_config,pure_slot
1,01176321001,01176321001_10101,01176321001_10101_02,01176321001_0003,567,1.4680236846722015,-0.11577913129821125,,NIRSpec,IFU,GTO,1,1,1,3,2,3,1,1,2
1,01176321001,01176321001_10101,01176321001_10101_03,01176321001_0004,567,1.4681143170066968,-0.11581765497300012,,NIRSpec,IFU,GTO,1,1,1,4,3,3,1,1,3
1,01176321001,01176321001_10102,01176321001_10102_01,01176321001_0006,567,1.4681474803124552,-0.11576821442440634,,NIRSpec,IFU,GTO,1,1,2,6,1,3,1,2,1
1,01176321001,01176321001_10102,01176321001_10102_02,01176321001_0007,567,1.4680236846722015,-0.11577913129821125,,NIRSpec,IFU,GTO,1,1,2,7,2,3,1,2,2
1,01176321001,01176321001_10102,01176321001_10102_03,01176321001_0008,567,1.4681143170066968,-0.11581765497300012,,NIRSpec,IFU,GTO,1,1,2,8,3,3,1,2,3
1,01176421001,01176421001_10101,01176421001_10101_01,01176421001_0002,537,1.4681474803124552,-0.11576821442440634,,NIRSpec,IFU,GTO,1,1,1,2,1,3,2,1,1
1,01176421001,01176421001_10101,01176421001_10101_02,01176421001_0003,537,1.4680236846722015,-0.11577913129821125,,NIRSpec,IFU,GTO,1,1,1,3,2,3,2,1,2
1,01176421001,01176421001_10101,01176421001_10101_03,01176421001_0004,537,1.4681143170066968,-0.11581765497300012,,NIRSpec,IFU,GTO,1,1,1,4,3,3,2,1,3
1,01176421001,01176421001_10102,01176421001_10102_01,01176421001_0006,537,1.4681474803124552,-0.11576821442440634,,NIRSpec,IFU,GTO,1,1,2,6,1,3,2,2,1
1,01176421001,01176421001_10102,01176421001_10102_02,01176421001_0007,537,1.4680236846722015,-0.11577913129821125,,NIRSpec,IFU,GTO,1,1,2,7,2,3,2,2,2
1,01176421001,01176421001_10102,01176421001_10102_03,01176421001_0008,537,1.4681143170066968,-0.11581765497300012,,NIRSpec,IFU,GTO,1,1,2,8,3,3,2,2,3
1,01189004001,01189004001_10101,01189004001_10101_01,01189004001_0002,436,74.72625458313958,64.58176940148093,,NIRSpec,IFU,GTO,1,1,1,2,1,1,2,1,1
1,01189004001,01189004001_10101,01189004001_10101_02,01189004001_0003,436,74.72472713296378,64.58180106965598,,NIRSpec,IFU,GTO,1,1,1,3,2,1,2,1,2
1,01189004001,01189004001_10101,01189004001_10101_03,01189004001_0004,436,74.72552783275957,64.58147139279166,,NIRSpec,IFU,GTO,1,1,1,4,3,1,2,1,3
1,01189004001,01189004001_10102,01189004001_10102_01,01189004001_0006,436,74.72625458313958,64.58176940148093,,NIRSpec,IFU,GTO,1,1,2,6,1,1,2,2,1
1,01189004001,01189004001_10102,01189004001_10102_02,01189004001_0007,436,74.72472713296378,64.58180106965598,,NIRSpec,IFU,GTO,1,1,2,7,2,1,2,2,2
1,01189004001,01189004001_10102,01189004001_10102_03,01189004001_0008,436,74.72552783275957,64.58147139279166,,NIRSpec,IFU,GTO,1,1,2,8,3,1,2,2,3
1,01189004001,01189004001_10103,01189004001_10103_01,01189004001_0010,436,74.72625458313958,64.58176940148093,,NIRSpec,IFU,GTO,1,1,3,10,1,1,2,3,1
1,01189004001,01189004001_10103,01189004001_10103_02,01189004001_0011,436,74.72472713296378,64.58180106965598,,NIRSpec,IFU,GTO,1,1,3,11,2,1,2,3,2
1,01189004001,01189004001_10103,01189004001_10103_03,01189004001_0012,436,74.72552783275957,64.58147139279166,,NIRSpec,IFU,GTO,1,1,3,12,3,1,2,3,3
1,01189011001,01189011001_10101,01189011001_10101_01,01189011001_0002,860,277.13091684802407,26.84425208304736,,NIRSpec,FSS,GTO,1,1,1,2,1,3,3,1,1
1,01189011001,01189011001_10101,01189011001_10101_02,01189011001_0003,860,277.13109583333335,26.844069444444436,,NIRSpec,FSS,GTO,1,1,1,3,2,3,3,1,2
1,01189011001,01189011001_10101,01189011001_10101_03,01189011001_0004,860,277.13131770955385,26.843843038340683,,NIRSpec,FSS,GTO,1,1,1,4,3,3,3,1,3
1,01189011001,01189011001_10102,01189011001_10102_01,01189011001_0005,860,277.13091684802407,26.84425208304736,,NIRSpec,FSS,GTO,1,1,2,5,1,3,3,2,1
1,01189011001,01189011001_10102,01189011001_10102_02,01189011001_0006,860,277.13109583333335,26.844069444444436,,NIRSpec,FSS,GTO,1,1,2,6,2,3,3,2,2
1,01189011001,01189011001_10102,01189011001_10102_03,01189011001_0007,860,277.13131770955385,26.843843038340683,,NIRSpec,FSS,GTO,1,1,2,7,3,3,3,2,3
1,01189018001,01189018001_10101,01189018001_10101_01,01189018001_0002,305,110.61350115334578,-5.674764498416664,,NIRSpec,FSS,GTO,1,1,1,2,1,1,3,1,1
1,01189018001,01189018001_10101,01189018001_10101_02,01189018001_0003,305,110.61366166666666,-5.674947222222215,,NIRSpec,FSS,GTO,1,1,1,3,2,1,3,1,2
1,01189018001,01189018001_10101,01189018001_10101_03,01189018001_0004,305,110.61386066878379,-5.675173760364601,,NIRSpec,FSS,GTO,1,1,1,4,3,1,3,1,3
1,01189018001,01189018001_10102,01189018001_10102_01,01189018001_0005,305,110.61350115334578,-5.674764498416664,,NIRSpec,FSS,GTO,1,1,2,5,1,1,3,2,1
1,01189018001,01189018001_10102,01189018001_10102_02,01189018001_0006,305,110.61366166666666,-5.674947222222215,,NIRSpec,FSS,GTO,1,1,2,6,2,1,3,2,2
1,01189018001,01189018001_10102,01189018001_10102_03,01189018001_0007,305,110.61386066878379,-5.675173760364601,,NIRSpec,FSS,GTO,1,1,2,7,3,1,3,2,3
1,01189018001,01189018001_10103,01189018001_10103_01,01189018001_0008,305,110.61350115334578,-5.674764498416664,,NIRSpec,FSS,GTO,1,1,3,8,1,1,3,3,1
1,01189018001,01189018001_10103,01189018001_10103_02,01189018001_0009,305,110.61366166666666,-5.674947222222215,,NIRSpec,FSS,GTO,1,1,3,9,2,1,3,3,2
1,01189018001,01189018001_10103,01189018001_10103_03,01189018001_0010,305,110.61386066878379,-5.675173760364601,,NIRSpec,FSS,GTO,1,1,3,10,3,1,3,3,3
1,01192016001,01192016001_10101,01192016001_10101_01,01192016001_0001,318,85.22551835404742,-2.4673611151944215,297.02835083,NIRSpec,IFU,GTO,1,1,1,1,1,1,4,1,1
1,01192016001,01192016001_10101,01192016001_10101_02,01192016001_0002,318,85.2254137642638,-2.467372367567748,297.02835083,NIRSpec,IFU,GTO,1,1,1,2,2,1,4,1,2
1,01192016001,01192016001_10101,01192016001_10101_03,01192016001_0003,318,85.22548413494408,-2.4673770538092867,297.02835083,NIRSpec,IFU,GTO,1,1,1,3,3,1,4,1,3
1,01192016001,01192016001_10201,01192016001_10201_01,01192016001_0004,318,85.22474136691385,-2.4675547384476886,297.02835083,NIRSpec,IFU,GTO,1,2,1,4,1,1,4,2,1
1,01192016001,01192016001_10201,01192016001_10201_02,01192016001_0005,318,85.22463677710905,-2.4675659907641716,297.02835083,NIRSpec,IFU,GTO,1,2,1,5,2,1,4,2,2
1,01192016001,01192016001_10201,01192016001_10201_03,01192016001_0006,318,85.22470714779678,-2.4675706770443075,297.02835083,NIRSpec,IFU,GTO,1,2,1,6,3,1,4,2,3
1,01192016001,01192016001_10301,01192016001_10301_01,01192016001_0007,318,85.22396437956199,-2.467748361281849,297.02835083,NIRSpec,IFU,GTO,1,3,1,7,1,1,4,3,1
1,01192016001,01192016001_10301,01192016001_10301_02,01192016001_0008,318,85.22385978973604,-2.4677596135414888,297.02835083,NIRSpec,IFU,GTO,1,3,1,8,2,1,4,3,2
1,01192016001,01192016001_10301,01192016001_10301_03,01192016001_0009,318,85.2239301604312,-2.467764299860278,297.02835083,NIRSpec,IFU,GTO,1,3,1,9,3,1,4,3,3
1,01192016001,01192016001_10401,01192016001_10401_01,01192016001_0010,318,85.22318739199223,-2.4679419836970737,297.02835083,NIRSpec,IFU,GTO,1,4,1,10,1,2,1,1,1
1,01192016001,01192016001_10401,01192016001_10401_02,01192016001_0011,318,85.22308280214516,-2.4679532358999268,297.02835083,NIRSpec,IFU,GTO,1,4,1,11,2,2,1,1,2
1,01192016001,01192016001_10401,01192016001_10401_03,01192016001_0012,318,85.22315317284769,-2.4679579222572556,297.02835083,NIRSpec,IFU,GTO,1,4,1,12,3,2,1,1,3
1,01192016001,01192016001_10501,01192016001_10501_01,01192016001_0013,318,85.22241040420482,-2.468135605693419,297.02835083,NIRSpec,IFU,GTO,1,5,1,13,1,2,1,2,1
1,01192016001,01192016001_10501,01192016001_10501_02,01192016001_0014,318,85.22230581433675,-2.4681468578394856,297.02835083,NIRSpec,IFU,GTO,1,5,1,14,2,2,1,2,2
1,01192016001,01192016001_10501,01192016001_10501_03,01192016001_0015,318,85.2223761850466,-2.4681515442353543,297.02835083,NIRSpec,IFU,GTO,1,5,1,15,3,2,1,2,3
1,01192016001,01192016001_10601,01192016001_10601_01,01192016001_0016,318,85.22163341620018,-2.4683292272710564,297.02835083,NIRSpec,IFU,GTO,1,6,1,16,1,2,1,3,1
1,01192016001,01192016001_10601,01192016001_10601_02,01192016001_0017,318,85.2215288263111,-2.468340479360279,297.02835083,NIRSpec,IFU,GTO,1,6,1,17,2,2,1,3,2
1,01192016001,01192016001_10601,01192016001_10601_03,01192016001_0018,318,85.22159919702831,-2.4683451657947444,297.02835083,NIRSpec,IFU,GTO,1,6,1,18,3,2,1,3,3
1,01192016001,01192016001_10102,01192016001_10102_01,01192016001_0019,318,85.22551835404742,-2.4673611151944215,297.02835083,NIRSpec,IFU,GTO,1,1,2,19,1,3,4,1,1
1,01192016001,01192016001_10102,01192016001_10102_02,01192016001_0020,318,85.2254137642638,-2.467372367567748,297.02835083,NIRSpec,IFU,GTO,1,1,2,20,2,3,4,1,2
1,01192016001,01192016001_10102,01192016001_10102_03,01192016001_0021,318,85.22548413494408,-2.4673770538092867,297.02835083,NIRSpec,IFU,GTO,1,1,2,21,3,3,4,1,3
1,01192016001,01192016001_10202,01192016001_10202_01,01192016001_0022,318,85.22474136691385,-2.4675547384476886,297.02835083,NIRSpec,IFU,GTO,1,2,2,22,1,3,4,2,1
1,01192016001,01192016001_10202,01192016001_10202_02,01192016001_0023,318,85.22463677710905,-2.4675659907641716,297.02835083,NIRSpec,IFU,GTO,1,2,2,23,2,3,4,2,2
1,01192016001,01192016001_10202,01192016001_10202_03,01192016001_0024,318,85.22470714779678,-2.4675706770443075,297.02835083,NIRSpec,IFU,GTO,1,2,2,24,3,3,4,2,3
1,01192017001,01192017001_10101,01192017001_10101_01,01192017001_0001,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,1,1,1,1,5,1,1
1,01192017001,01192017001_10101,01192017001_10101_02,01192017001_0002,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,1,2,2,1,5,1,2
1,01192017001,01192017001_10101,01192017001_10101_03,01192017001_0003,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,1,3,3,1,5,1,3
1,01192017001,01192017001_10102,01192017001_10102_01,01192017001_0004,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,2,4,1,1,5,2,1
1,01192017001,01192017001_10102,01192017001_10102_02,01192017001_0005,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,2,5,2,1,5,2,2
1,01192017001,01192017001_10102,01192017001_10102_03,01192017001_0006,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,2,6,3,1,5,2,3
1,01192017001,01192017001_10103,01192017001_10103_01,01192017001_0007,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,3,7,1,1,5,3,1
1,01192017001,01192017001_10103,01192017001_10103_02,01192017001_0008,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,3,8,2,1,5,3,2
1,01192017001,01192017001_10103,01192017001_10103_03,01192017001_0009,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,3,9,3,1,5,3,3
1,01192017001,01192017001_10104,01192017001_10104_01,01192017001_0010,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,4,10,1,2,2,1,1
1,01192017001,01192017001_10104,01192017001_10104_02,01192017001_0011,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,4,11,2,2,2,1,2
1,01192017001,01192017001_10104,01192017001_10104_03,01192017001_0012,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,4,12,3,2,2,1,3
1,01192017001,01192017001_10105,01192017001_10105_01,01192017001_0013,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,5,13,1,2,2,2,1
1,01192017001,01192017001_10105,01192017001_10105_02,01192017001_0014,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,5,14,2,2,2,2,2
1,01192017001,01192017001_10105,01192017001_10105_03,01192017001_0015,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,5,15,3,2,2,2,3
1,01192017001,01192017001_10106,01192017001_10106_01,01192017001_0016,318,85.21252975879452,-2.357245432750517,,NIRSpec,IFU,GTO,1,1,6,16,1,2,2,3,1
1,01192017001,01192017001_10106,01192017001_10106_02,01192017001_0017,318,85.21247220199089,-2.3571574658060968,,NIRSpec,IFU,GTO,1,1,6,17,2,2,2,3,2
1,01192017001,01192017001_10106,01192017001_10106_03,01192017001_0018,318,85.2125,-2.3572222222222194,,NIRSpec,IFU,GTO,1,1,6,18,3,2,2,3,3
1,01204018001,01204018001_10101,01204018001_10101_01,01204018001_0001,469,220.24593205036768,-37.075408643597484,,MIRI,MRS,GTO,1,1,1,1,1,3,5,1,1
1,01204018001,01204018001_10101,01204018001_10101_02,01204018001_0002,459,220.2457863801771,-37.075665202744915,,MIRI,MRS,GTO,1,1,1,2,2,3,5,1,2
1,01204018001,01204018001_10101,01204018001_10101_03,01204018001_0003,459,220.24583307862957,-37.07539680110381,,MIRI,MRS,GTO,1,1,1,3,3,3,5,1,3
1,01204018001,01204018001_20101,01204018001_20101_01,01204018001_0005,469,220.24968205036765,-37.075408643597484,,MIRI,MRS,GTO,2,1,1,5,1,3,5,2,1
1,01204018001,01204018001_20101,01204018001_20101_02,01204018001_0006,459,220.24953638017706,-37.075665202744915,,MIRI,MRS,GTO,2,1,1,6,2,3,5,2,2
1,01204018001,01204018001_20101,01204018001_20101_03,01204018001_0007,459,220.24958307862954,-37.07539680110381,,MIRI,MRS,GTO,2,1,1,7,3,3,5,2,3
1,01204020001,01204020001_10101,01204020001_10101_01,01204020001_0001,443,260.84150801777923,-0.28341419916660016,,MIRI,MRS,GTO,1,1,1,1,1,3,6,1,1
1,01204020001,01204020001_10101,01204020001_10101_02,01204020001_0002,443,260.84139179468923,-0.2836707583331872,,MIRI,MRS,GTO,1,1,1,2,2,3,6,1,2
1,01204020001,01204020001_10101,01204020001_10101_03,01204020001_0003,443,260.841429052924,-0.2834023566666133,,MIRI,MRS,GTO,1,1,1,3,3,3,6,1,3
1,01204020001,01204020001_20101,01204020001_20101_01,01204020001_0005,443,260.84150801779015,-0.28619197694439436,,MIRI,MRS,GTO,2,1,1,5,1,3,6,2,1
1,01204020001,01204020001_20101,01204020001_20101_02,01204020001_0006,443,260.8413917946722,-0.2864485361109814,,MIRI,MRS,GTO,2,1,1,6,2,3,6,2,2
1,01204020001,01204020001_20101,01204020001_20101_03,01204020001_0007,443,260.84142905291594,-0.2861801344444075,,MIRI,MRS,GTO,2,1,1,7,3,3,6,2,3
1,01204021001,01204021001_10101,01204021001_10101_01,01204021001_0001,469,354.75534818273843,36.352502467486666,,MIRI,MRS,GTO,1,1,1,1,1,3,7,1,1
1,01204021001,01204021001_10101,01204021001_10101_02,01204021001_0002,459,354.75520387738453,36.35224590830113,,MIRI,MRS,GTO,1,1,1,2,2,3,7,1,2
1,01204021001,01204021001_10101,01204021001_10101_03,01204021001_0003,459,354.75525013789115,36.3525143099928,,MIRI,MRS,GTO,1,1,1,3,3,3,7,1,3
1,01204021001,01204021001_20101,01204021001_20101_01,01204021001_0005,469,354.7553481847552,36.35528024526443,,MIRI,MRS,GTO,2,1,1,5,1,3,7,2,1
1,01204021001,01204021001_20101,01204021001_20101_02,01204021001_0006,459,354.7552038742519,36.35502368607889,,MIRI,MRS,GTO,2,1,1,6,2,3,7,2,2
1,01204021001,01204021001_20101,01204021001_20101_03,01204021001_0007,459,354.75525013640924,36.35529208777055,,MIRI,MRS,GTO,2,1,1,7,3,3,7,2,3
1,01207001001,01207001001_10105,01207001001_10105_01,01207001001_0017,325,53.166125481288425,-27.74719327281167,28.16455103,MIRI,Imaging,GTO,1,1,5,17,1,3,8,1,1
1,01207001001,01207001001_10105,01207001001_10105_02,01207001001_0018,315,53.16397753873491,-27.749148477136316,28.16455103,MIRI,Imaging,GTO,1,1,5,18,2,3,8,1,2
1,01207001001,01207001001_10105,01207001001_10105_03,01207001001_0019,315,53.163212383440374,-27.74650987022443,28.16455103,MIRI,Imaging,GTO,1,1,5,19,3,3,8,1,3
1,01207001001,01207001001_10107,01207001001_10107_01,01207001001_0025,591,53.166125481288425,-27.74719327281167,28.16455103,MIRI,Imaging,GTO,1,1,7,25,1,3,8,2,1
1,01207001001,01207001001_10107,01207001001_10107_02,01207001001_0026,581,53.16397753873491,-27.749148477136316,28.16455103,MIRI,Imaging,GTO,1,1,7,26,2,3,8,2,2
1,01207001001,01207001001_10107,01207001001_10107_03,01207001001_0027,581,53.163212383440374,-27.74650987022443,28.16455103,MIRI,Imaging,GTO,1,1,7,27,3,3,8,2,3
1,01207001002,01207001002_10205,01207001002_10205_01,01207001002_0017,325,53.147599822345775,-27.77213478332476,28.16455103,MIRI,Imaging,GTO,1,2,5,17,1,3,9,1,1
1,01207001002,01207001002_10205,01207001002_10205_02,01207001002_0018,315,53.14545105426137,-27.774089703507002,28.16455103,MIRI,Imaging,GTO,1,2,5,18,2,3,9,1,2
1,01207001002,01207001002_10205,01207001002_10205_03,01207001002_0019,315,53.14468617561235,-27.77145099395273,28.16455103,MIRI,Imaging,GTO,1,2,5,19,3,3,9,1,3
1,01207001002,01207001002_10207,01207001002_10207_01,01207001002_0025,591,53.147599822345775,-27.77213478332476,28.16455103,MIRI,Imaging,GTO,1,2,7,25,1,3,9,2,1
1,01207001002,01207001002_10207,01207001002_10207_02,01207001002_0026,581,53.14545105426137,-27.774089703507002,28.16455103,MIRI,Imaging,GTO,1,2,7,26,2,3,9,2,2
1,01207001002,01207001002_10207,01207001002_10207_03,01207001002_0027,581,53.14468617561235,-27.77145099395273,28.16455103,MIRI,Imaging,GTO,1,2,7,27,3,3,9,2,3
1,01207001003,01207001003_10305,01207001003_10305_01,01207001003_0017,325,53.166050556067425,-27.782864561179906,28.16455103,MIRI,Imaging,GTO,1,3,5,17,1,3,10,1,1
1,01207001003,01207001003_10305,01207001003_10305_02,01207001003_0018,315,53.16390190645433,-27.784819765207544,28.16455103,MIRI,Imaging,GTO,1,3,5,18,2,3,10,1,2
1,01207001003,01207001003_10305,01207001003_10305_03,01207001003_0019,315,53.16313650744649,-27.782181155285915,28.16455103,MIRI,Imaging,GTO,1,3,5,19,3,3,10,1,3
1,01207001003,01207001003_10307,01207001003_10307_01,01207001003_0025,591,53.166050556067425,-27.782864561179906,28.16455103,MIRI,Imaging,GTO,1,3,7,25,1,3,10,2,1
1,01207001003,01207001003_10307,01207001003_10307_02,01207001003_0026,581,53.16390190645433,-27.784819765207544,28.16455103,MIRI,Imaging,GTO,1,3,7,26,2,3,10,2,2
1,01207001003,01207001003_10307,01207001003_10307_03,01207001003_0027,581,53.16313650744649,-27.782181155285915,28.16455103,MIRI,Imaging,GTO,1,3,7,27,3,3,10,2,3
1,01207001004,01207001004_10405,01207001004_10405_01,01207001004_0017,325,53.18457383049976,-27.757920601403384,28.16455103,MIRI,Imaging,GTO,1,4,5,17,1,3,11,1,1
1,01207001004,01207001004_10405,01207001004_10405_02,01207001004_0018,315,53.18242600652341,-27.75987608915466,28.16455103,MIRI,Imaging,GTO,1,4,5,18,2,3,11,1,2
1,01207001004,01207001004_10405,01207001004_10405_03,01207001004_0019,315,53.18166033171212,-27.75723758158267,28.16455103,MIRI,Imaging,GTO,1,4,5,19,3,3,11,1,3
1,01207001004,01207001004_10407,01207001004_10407_01,01207001004_0025,591,53.18457383049976,-27.757920601403384,28.16455103,MIRI,Imaging,GTO,1,4,7,25,1,3,11,2,1
1,01207001004,01207001004_10407,01207001004_10407_02,01207001004_0026,581,53.18242600652341,-27.75987608915466,28.16455103,MIRI,Imaging,GTO,1,4,7,26,2,3,11,2,2
1,01207001004,01207001004_10407,01207001004_10407_03,01207001004_0027,581,53.18166033171212,-27.75723758158267,28.16455103,MIRI,Imaging,GTO,1,4,7,27,3,3,11,2,3
1,01207001005,01207001005_10505,01207001005_10505_01,01207001005_0017,325,53.203025795225514,-27.768645506845132,28.16455103,MIRI,Imaging,GTO,1,5,5,17,1,3,12,1,1
1,01207001005,01207001005_10505,01207001005_10505_02,01207001005_0018,315,53.20087809056547,-27.770601277714945,28.16455103,MIRI,Imaging,GTO,1,5,5,18,2,3,12,1,2
1,01207001005,01207001005_10505,01207001005_10505_03,01207001005_0019,315,53.200111896018164,-27.767962870250074,28.16455103,MIRI,Imaging,GTO,1,5,5,19,3,3,12,1,3
1,01207001005,01207001005_10507,01207001005_10507_01,01207001005_0025,591,53.203025795225514,-27.768645506845132,28.16455103,MIRI,Imaging,GTO,1,5,7,25,1,3,12,2,1
1,01207001005,01207001005_10507,01207001005_10507_02,01207001005_0026,581,53.20087809056547,-27.770601277714945,28.16455103,MIRI,Imaging,GTO,1,5,7,26,2,3,12,2,2
1,01207001005,01207001005_10507,01207001005_10507_03,01207001005_0027,581,53.200111896018164,-27.767962870250074,28.16455103,MIRI,Imaging,GTO,1,5,7,27,3,3,12,2,3
1,01207001006,01207001006_10605,01207001006_10605_01,01207001006_0017,325,53.184504912849754,-27.793591911102453,28.16455103,MIRI,Imaging,GTO,1,6,5,17,1,3,13,1,1
1,01207001006,01207001006_10605,01207001006_10605_02,01207001006_0018,315,53.18235638244772,-27.795547398667566,28.16455103,MIRI,Imaging,GTO,1,6,5,18,2,3,13,1,2
1,01207001006,01207001006_10605,01207001006_10605_03,01207001006_0019,315,53.181590462861344,-27.792908889146076,28.16455103,MIRI,Imaging,GTO,1,6,5,19,3,3,13,1,3
1,01207001006,01207001006_10607,01207001006_10607_01,01207001006_0025,591,53.184504912849754,-27.793591911102453,28.16455103,MIRI,Imaging,GTO,1,6,7,25,1,3,13,2,1
1,01207001006,01207001006_10607,01207001006_10607_02,01207001006_0026,581,53.18235638244772,-27.795547398667566,28.16455103,MIRI,Imaging,GTO,1,6,7,26,2,3,13,2,2
1,01207001006,01207001006_10607,01207001006_10607_03,01207001006_0027,581,53.181590462861344,-27.792908889146076,28.16455103,MIRI,Imaging,GTO,1,6,7,27,3,3,13,2,3
1,01207001007,01207001007_10705,01207001007_10705_01,01207001007_0017,325,53.165975529074665,-27.81853586676573,28.16455103,MIRI,Imaging,GTO,1,7,5,17,1,3,14,1,1
1,01207001007,01207001007_10705,01207001007_10705_02,01207001007_0018,315,53.16382617254009,-27.820491069282642,28.16455103,MIRI,Imaging,GTO,1,7,5,18,2,3,14,1,2
1,01207001007,01207001007_10705,01207001007_10705_03,01207001007_0019,315,53.16306052805547,-27.817852458502216,28.16455103,MIRI,Imaging,GTO,1,7,5,19,3,3,14,1,3
1,01207001007,01207001007_10707,01207001007_10707_01,01207001007_0025,591,53.165975529074665,-27.81853586676573,28.16455103,MIRI,Imaging,GTO,1,7,7,25,1,3,14,2,1
1,01207001007,01207001007_10707,01207001007_10707_02,01207001007_0026,581,53.16382617254009,-27.820491069282642,28.16455103,MIRI,Imaging,GTO,1,7,7,26,2,3,14,2,2
1,01207001007,01207001007_10707,01207001007_10707_03,01207001007_0027,581,53.16306052805547,-27.817852458502216,28.16455103,MIRI,Imaging,GTO,1,7,7,27,3,3,14,2,3
1,01207001008,01207001008_10805,01207001008_10805_01,01207001008_0017,325,53.14743763985634,-27.84347735536079,28.16455103,MIRI,Imaging,GTO,1,8,5,17,1,3,15,1,1
1,01207001008,01207001008_10805,01207001008_10805_02,01207001008_0018,315,53.145287456799274,-27.845432271085656,28.16455103,MIRI,Imaging,GTO,1,8,5,18,2,3,15,1,2
1,01207001008,01207001008_10805,01207001008_10805_03,01207001008_0019,315,53.14452208755747,-27.84279355984421,28.16455103,MIRI,Imaging,GTO,1,8,5,19,3,3,15,1,3
1,01207001008,01207001008_10807,01207001008_10807_01,01207001008_0025,591,53.14743763985634,-27.84347735536079,28.16455103,MIRI,Imaging,GTO,1,8,7,25,1,3,15,2,1
1,01207001008,01207001008_10807,01207001008_10807_02,01207001008_0026,581,53.145287456799274,-27.845432271085656,28.16455103,MIRI,Imaging,GTO,1,8,7,26,2,3,15,2,2
1,01207001008,01207001008_10807,01207001008_10807_03,01207001008_0027,581,53.14452208755747,-27.84279355984421,28.16455103,MIRI,Imaging,GTO,1,8,7,27,3,3,15,2,3
1,01207001009,01207001009_10905,01207001009_10905_01,01207001009_0017,325,53.12897849584399,-27.832745106681443,28.16455103,MIRI,Imaging,GTO,1,9,5,17,1,3,16,1,1
1,01207001009,01207001009_10905,01207001009_10905_02,01207001009_0018,315,53.12682819378858,-27.834699738030906,28.16455103,MIRI,Imaging,GTO,1,9,5,18,2,3,16,1,2
1,01207001009,01207001009_10905,01207001009_10905_03,01207001009_0019,315,53.12606334681169,-27.832060925804,28.16455103,MIRI,Imaging,GTO,1,9,5,19,3,3,16,1,3
